Entity Type,Title,Description,Topic,Subject Area,Score
,The Accounting Cycle and Accrual Accounting,"Accounting involves recording, summarizing, and presenting financial transactions. You need to analyze transactions before recording them in daily journals. Organizations use a variety of accounts, called general ledgers collectively, to record transactions in a number of business areas. A chart of accounts lists all these accounts in the general ledger. All individual accounts are then compiled, totaled and verified for correctness, and then presented as financial statements to the organization's internal and external users. As in most other things, timing is of prime importance in accounting, specifically in recording transactions. Most organizations record revenue or expense transactions when they actually take place – known as accrual accounting. Others do it when money actually changes hands – known as cash accounting.  This course teaches the essentials of the accounting cycle, chart of accounts, and accrual accounting method. It walks you through various stages in the accounting cycle, categories of accounts, and how they are organized in respective financial statements. Finally, it introduces the cash and accrual accounting methods and their differences with help of examples.",accounting,,0.9361361
,Geschäftsvorfälle und die Bücher der Buchführung,"
Die Buchführung ist eine wichtige Aktivität des Rechnungswesens und bildet die feste Grundlage, auf der ein Unternehmen steht. Die Richtigkeit und Integrität der Finanzberichte eines Unternehmens hängen hauptsächlich von der Richtigkeit und Integrität seiner Buchführung ab. Im Zentrum der Buchführung stehen die Ersterfassung im Journal und die Verbuchung in den Hauptbüchern. In den Journalen werden alle Geschäftsvorfälle taggleich zum ersten Mal erfasst. Danach werden die Daten aus dem Journal ins Hauptbuch übertragen, um die Konten zu aktualisieren. Die Hauptbuchkonten werden dann zusammengefasst, abgestimmt und auf Richtigkeit geprüft, um am Ende der Periode die Finanzberichte zu erstellen. Dieser Kurs behandelt die wichtigsten Aktivitäten der Buchführung, nämlich das Erfassen von Geschäftsvorfällen im Journal und ihre Buchung in einem Hauptbuch. Er präsentiert Beispiele für die Erfassung in allgemeinen und speziellen Journalen und die Verwendung allgemeiner und spezieller Hauptbücher für diverse Geschäftsvorfälle. Abschließend erfahren Sie, wie ein Geschäftsvorfall analysiert, im entsprechenden Journal erfasst und dann in den Hauptbüchern gebucht wird.
Sprache: Deutsch",,Finance,Score < threshold
,Accounting Transactions and Books of Account,"

Bookkeeping is a critical accounting activity that provides the solid foundation on which an organization stands. The correctness and integrity of the financial statements that an organization produces largely depend on the correctness and integrity of its bookkeeping activities. Journalization and posting to ledgers are the two core bookkeeping activities. The journals are where all transactions are first recorded on a daily basis. Information from a journal is then posted to the ledgers to update each account. Various accounts in the ledgers are then summarized, tested, and validated, and used for producing financial statements at the end of an accounting period. This course covers the key accounting skills of recording accounting transactions in a journal and then posting them into a ledger. You'll be guided through examples of appropriate general and special journals entries and you'll learn how to use general ledgers and subsidiary ledgers for a variety of transactions. Finally, you'll learn to analyze a transaction, record it in the appropriate journal, and then post it to the ledgers.
Language: English",accounting,Finance,0.994753
,Trial Balance & Adjusting Entries,"A typical accounting cycle begins with the analysis of business transactions and ends with a post-closing trial balance. Trial balances are prepared at several times in an accounting cycle. A trial balance lists all of the ledger accounts and checks if debit and credit totals for all accounts match. Trial balances provide an opportunity to correct any calculation, recording, or posting errors in the account books. Adjusting entries are then made to record accrued or deferred amounts followed by another trial balance to check equality of debits and credits. Financial statements are also prepared at this stage in the cycle. Finally, all temporary accounts are closed and a post-closing trial balance is prepared.  This course teaches you how to prepare a trial balance, make adjusting entries, and close the temporary account books at the end of an accounting period. It introduces several types of trial balances performed within the accounting cycle and walks you through the preparation of a trial balance. This course also teaches you how to classify and make adjusting entries and close the accounts at period end.",accounting,,0.750929
,Die Gewinn- und Verlustrechnung,"
Die Finanzberichte zeigen die Finanzleistung eines Unternehmens an. Sie bestehen aus der Gewinn- und Verlustrechnung (GuV-Rechnung), der Kapitalflussrechnung und der Bilanz, und sie werden von vielen Personenkreisen innerhalb und außerhalb des Unternehmens genutzt. Die Gewinn- und Verlustrechnung, auch als GuV-Rechnung, Erfolgsrechnung oder Ergebnisrechnung bezeichnet, gehört zu den wichtigsten Finanzberichten. Sie zeigt die Rentabilität eines Unternehmens in einer bestimmten Periode. Dieser Kurs soll Ihnen die GuV-Rechnung näherbringen und ihre Beziehung zu anderen Finanzberichten erläutern. Sie lernen die verschiedenen Positionen der GuV-Rechnung und wie der Bruttoertrag, das Betriebsergebnis und der Reingewinn berechnet werden. Zum Schluss wird gezeigt, wie sich häufige Geschäftsvorfälle auf die GuV-Rechnung auswirken und in welcher Beziehung sie zu den anderen Finanzberichten steht.
Sprache: Deutsch",,Finance,Score < threshold
,The Income Statement,"

Financial statements show the financial performance of an organization. They are comprised of the Income Statement, the Cash Flow Statement, and the Balance Sheet, and are used both internally and externally by a variety of users. The Income Statement can also be referred to as profit and loss statement or statement of operations, and is one of the most important financial statements. It shows the profitability of a company during a specified accounting period. This course aims to familiarize you with the Income Statement and give you an understanding of how it interacts with other financial statements. You'll be taken through the various components of the Income Statement and taught hands-on knowledge of how to calculate gross profit, operating income, and net income. Finally, the course presents how common business transactions affect the Income Statement and how it interacts with other financial statements.
Language: English",financial accounting,Finance,0.7280429
,The Balance Sheet,"

The Balance Sheet is arguably the most important of all financial statements. It is a financial snapshot of a company's health at a specific point in time as measured in terms of assets, liabilities, and owners' or shareholders' equity. It allows you to see what a company owns as well as what it owes to other parties. People who might be interested in the Balance Sheet include creditors, investors, company management, suppliers, customers, competitors, government agencies, and analysts. The Balance Sheet is closely connected to the other key financial statements – the Income Statement and Cash Flow Statement. This course walks you through a Balance Sheet and its key components. It also illustrates how common transactions affect the Balance Sheet with the help of accounting examples. It also teaches you how to prepare a Balance Sheet and how the Balance Sheet interacts with other financial statements.
Language: English",financial accounting,Finance,0.9717927
,Procurement Strategy and Supplier Agreements,In this short course you will learn about two Procurement protocols. The protocol for MEU OpCo and Local Marketing spend and the protocol for Procurement of other indirect materials and services known as IM&S,procurement,Mondelez Business Knowledge,0.90723765
,COM 414 Test,,Safety and Security,,0.44679093
,Interface Management,"• The course will be delivered in five sessions, each focusing on different critical areas within Interface Management. In between the courses there will be exercises to be performed by the students in smaller groups. Each exercise will be introduced in the end of each session (sessions 1-4) and learnings will be presented in the beginning of the following session.
• To support the students during the work, a “help desk” function will be setup for Q/As. All assignments will be sent to the instructor at least two days before the following session to enable the provision of written feedback prior to the next session.

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",management,Engineering,0.74246436
,Armazenagem de Produto ,"Dar visibilidade de como somos afetados e quais são os métodos que podemos tomar para evitar a Infestação e Fat Bloom.

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",mac os,Sales,0.9507593
,The Cash Flow Statement,"

As the popular saying goes – revenue is vanity, margin is sanity, and cash is king. While it is very important for an organization to keep earning revenue and maintaining a good profit margin, a positive cash flow is equally important for its survival. Cash flowing in to the organization must meet or exceed the cash flowing out to enable the organization to pay its debts and liabilities and meet its growth and day-to-day cash requirements. The Cash Flow Statement is a key financial statement that reports cash receipts, payments, and net change in cash resulting from operating, investing, and financing activities during a reporting period. This course discusses various aspects of Cash Flow Statements and walks the learner through the steps in preparing one using a business scenario. Learners are introduced to various components in a Cash Flow Statement and also shown how to calculate cash at the end of the accounting period. This course also presents examples of how various transactions affect cash balances in an organization and how a Cash Flow Statement connects with the Income Statement and Balance Sheet.
Language: English",financial management,Finance,0.9910416
,Accounting for Companies' Stock Transactions and Dividends,"
A publicly or privately held company, also known as a corporation, is an entity separate and distinct from its stockholders. When an investor puts money in a company in return for part ownership, the company issues stocks to the investor. Stock is the evidence of the ownership interest of the stockholder. Sometimes a company also reacquires some of its outstanding stocks from its stockholders for retiring, holding, or reselling purposes. Stocks reacquired and held with the company are called treasury stocks. Companies often decide to share part of their net income, called dividends, with stockholders as reward for stockholders' investment risk in the company. Implications of issuing common and preferred stocks, treasury stocks, and dividends are very significant for companies' accounts. This course presents basic concepts and accounting treatments involving companies' common and preferred stocks, treasury stocks, and dividends. The course aims at identifying key characteristics of incorporated organizations and how common equity transactions affect their financial position. It walks you through the accounting treatments for common, preferred, and treasury stocks. You are also taught how to record transactions involving cash and stock dividends.",financial management,Finance,0.66535044
,Organizational Budgeting Activities and the Master Budget,"A budget is a financial blueprint for planning an organization's activities and controlling its performance over a designated period of time. It helps allocate an organization's resources as it pursues its financial goals. Organizational budgeting refers to activities that focus on the creation of organizational and departmental budgets, their allocation, and their use in monitoring an organization's activities. Departmental heads, managers, and professionals throughout an organization deal with budgets one way or other in their day-to-day operations, and familiarity with an organization's key budgeting activities is expected at every level.  This course presents an overview of various budgeting activities in an organization and describes how best to organize these activities. The course also introduces the master budget, and its components, defines how it is prepared, and shows how various departmental budgets are organized within it.",budgeting,Budgeting Essentials,0.9602119
,Final Exam: Budgeting Essentials,"Generally taken near the end of a program, Final Exam: Budgeting Essentials enables the learner to test their knowledge in a testing environment.",budgeting,Budgeting Essentials,0.94032717
,Planning and Preparing an Operating Budget,"Preparing and planning budgets involves a number of organizational activities, ranging from determining the organization's budgetary goals to approving its budgets over a specific period of time. Individual departments translate the organization's budgetary goals into departmental goals relevant to their area. Preparing operating budgets often starts with revenue forecasting, followed by various expenses budgets. Many forecasting tools are used for forecasting revenues and expenses. Knowing the various activities associated with preparing, reviewing, and having management's approval on operating budgets helps you with your own budgeting responsibilities in the organization.  This course presents some of the key activities required for planning and preparing an operating budget. It discusses key characteristics of the budget manual and calendar. It also introduces some qualitative and quantitative methods and how they are used to prepare an operating budget. Finally, the course walks you through the stages in the review and approval of the budget.",,Budgeting Essentials,Score < threshold
,Preparing Operating Budgets and the Cash Budget,"Budgets translate an organization's strategic plans into actionable goals for respective departments. The cash budget and operating budgets, in particular, help departments plan the allocation and use of organization's financial resources. A budgeted income statement, which is the final operating budget to prepare, represents an organization's expected profitability if activities are carried out as planned in operating budgets. A cash budget is prepared to ensure availability of adequate cash to pay for expenses incurred during budgeted period.  This course explores how some of the key operating budgets are prepared. In particular, it examines operating budgets that deal with production and cost of goods produced; and sales, administrative, and general expenses. It also explains how various figures for a budgeted income statement are calculated. Finally, it discusses various components of a cash budget.",,Budgeting Essentials,Score < threshold
,Using Budgets for Management and Control,"One of the most important uses of budgets is as a control tool. Once the budgets for various departments are planned and approved, they drive each department's activities to achieve its budgetary goals. Departmental managers along with organizational leadership review department's performance over a designated period and identify variances from budget goals. In particular, they identify adverse variances and, where possible, they take corrective measures to bring department's performance back on the track. If the causes of variance are beyond organization's control, the budgets have to be revised.  This course explores budget variance analysis as a tool for controlling and managing business activities in an organization. It presents some examples of effective management during the budgetary planning and control process. It also discusses various types of budget variances and how to identify some of the common ones, using appropriate examples. And it explores variances, their underlying causes, and which ones are worth investigating using a budgeted income statement.",management,Budgeting Essentials,0.96962804
,Introduction to Auditing,"The audit function has become very important over the years. Various stakeholders are applying greater pressure on companies to increase transparency and strengthen corporate governance initiatives. Auditing is used as a tool to evaluate the quality of an organization's output, including the people, systems, and procedures, as well as financial statements. Today’s auditors are multifaceted individuals who have a broad experience and understanding of how different business components operate and interact with one another.   This course helps you understand what auditing entails. It includes a description of the objectives and benefits of auditing to various parties, as well as the different types of audits that can be conducted by internal or external auditors. It describes the four phases of the general process for auditing, which are planning, gathering evidence, evaluating evidence, and issuing a report. And it outlines some general auditing standards to indicate what's required from the auditors in terms of skills and attitudes, as well as in terms of standards to meet at different stages of the auditing process.",auditing,Auditing Essentials,0.9964179
,Final Exam: Auditing Essentials,"Generally taken near the end of a program, Final Exam: Auditing Essentials enables the learner to test their knowledge in a testing environment.",auditing,Auditing Essentials,0.99641955
,Auditing for Internal Control and Risk Assessment,"

Strong corporate governance is a feature shared by some of the world's most highly reputable and successful companies. It is a set of processes, behaviors, and rules used to ensure that company employees act in the best interest of the company's stakeholders. An important aspect of good corporate governance is the company's ability to establish strong internal controls and risk management processes to meet stated objectives. Internal and external auditors provide opinions on the ability of these systems to manage various risks inherent in the company's business. In this course, you will learn how to assess internal control and risk management processes as part of an audit. You'll learn what internal control is and examine its components: the internal control environment, identifying and assessing sources of risk, internal control procedures, information and communication, and monitoring. The course also outlines how to select which internal control procedures to review in an audit and what actions to take based on the outcomes of this review, as well as how to assess internal control in an organization that uses the enterprise risk management (ERM) framework.
Language: English",risk management,,keyword match
,Basics of Oven Technology,"The oven band system is a key component of the biscuit baking oven. The band system demands much attention to its design, operation, maintenance, cleaning, and its heat level/energy considerations in order to have a successful biscuit baking operation.
The presentation will cover four major focus areas of oven band technology: band system design, its operation, its maintenance and its cleaning, and its energy considerations.

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",,Engineering,Score < threshold
,Automation and Controls Standards,"The course presents key Mondelez defined Automation and Controls requirements. Key areas covered in the course:

Mondelez Automation vision - Corporate level
Minimum Automation requirements
Documentation – how and where
Standards
Siemens - OPL
Rockwell – Rev 9a  Standards document
New Corp. agreements
Tech Connect   / EXTRA meeting
Maintenance of Manufacturing items
Support for 6s and IL6s
Line Monitoring approach in general
6s requirements documentation
Rockwell RAPID approach
SIEMENS OPL approach
MES approach
Process installation – S88
LBSM of Rockwell
SES of SIEMENS

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",automation,Engineering,0.97188413
,Problem solving RCA for Accident and Incidents (Basic),"Apply Root cause analysis method to accident investigations

For assistance with MIU Learning Catalogue issues, our support process is as follows:


	If you experience an issue once inside the MIU Learning Catalogue, please refer to the Learning Catalogue Troubleshooting Guide (English only) or contact your HR Representative as follows:


          o    In countries supported by MBS Employee Services, please open an Online HR Request using category:  My Career / Learning & Development (MIU)

          o    In countries NOT supported by MBS Employee Services, please contact your local HR Solutions team. 

-     If your HR Representative cannot resolve the issue, they will communicate with the Global Learning Management team on your behalf.",problem solving,"Health, Safety and Environment",0.97805756
,Building Change Ability@ MDLZ: 2.3 Designing a Team,,Humanities (Social sciences),,0.61189055
,Building Change Ability@ MDLZ - Module 2: Designing a Team,,,Change Management,Score < threshold
,Building Change Ability@ MDLZ - Module 2: Identifying the Impacts of the Change,,change management,Change Management,0.93735224
,Building Change Ability@ MDLZ - Module 2: Building a Plan,,,Change Management,Score < threshold
,Auditing the Revenue Cycle,"Modern corporations often operate in a global context and are required to collect volumes of information to be used for future decisions or to be included as part of the organization's financial statements. The systems and processes used to capture, manipulate, and communicate this information must be dependable, accurate, and safe. Auditors are required to provide reasonable assurance that the information flow within these systems and processes is not fictitious, but represents true economic transactions, is as complete and accurate as possible, is accounted for at the correct periods, and is properly classified and recorded in the financial statements.  This course examines the audit function related to the revenue cycle, specifically the auditing of sales data flow through the systems and processes that capture and record it. First, it looks at the objectives of the revenue transaction cycle audit. Then it describes the revenue cycle and how to perform control tests and substantive tests to assess how well the stated objectives are being met. The course ends with presenting the auditor's findings and recommendations to the audit committee and management.",auditing,Auditing Essentials,0.9945509
,Auditing for Cash and Inventories,"Managers, investors, and various other stakeholders use a company's detailed financial information to plan various budgets, investment profiles, and risk measures, among other things. When auditing a company, the auditor's job is to ensure that all the financial information is reasonably accurate as well as provide feedback on areas that seem to have weak internal controls. Auditors are particularly concerned with the cash and inventory accounts, as these can easily be manipulated through fraudulent activities and prone to material misstatements. Cash is especially at high risk because it can be easily transferred.  This course describes what auditors have to consider when auditing cash and inventories. It presents the methodology for auditing cash, which consists of listing the audit objectives for cash transactions and performing a series of tests on internal controls and on recording transactions to ensure these objectives are met. The course also describes how the risks related to inventories are identified. And it outlines the different types of tests that can be performed to determine whether the reporting of physical flow of inventories and their related costs is correct.",auditing,Auditing Essentials,0.9704534
,Capital Budgeting: The Capital Budgeting Process,"Organizations everywhere must decide how to most efficiently spend their capital to continue operations, innovate, and grow. Capital budgeting is a systematic process used to determine how capital – a limited resource – is best allocated to projects that maximize the value of the organization. The projects chosen must align with the organization's greater strategy.  This course demonstrates the value of following the capital budgeting process and introduces the three stages in that process: project identification and screening, quantitative assessment, and capital allocation and rationing. The course then focuses on the first stage, exploring how to identify opportunities for capital investment, and subject these initial ideas to preliminary screening based on their feasibility, alignment with organizational strategy, and dependence on other projects.",financial management,,keyword match
,Final Exam: Capital Budgeting Essentials,"Generally taken near the end of a program, Final Exam: Capital Budgeting Essentials enables the learner to test their knowledge in a testing environment.",financial management,,keyword match
,Capital Budgeting: Net Present Value and Internal Rate of Return,"Organizations rely heavily on quantitative tools such as net present value (NPV) and internal rate of return (IRR) measures to assess which projects to undertake through the capital budgeting process. These tools are based on the time value of money concept, which enables you to calculate the present value of expected project returns and compare projects based on their present value.  The course explains the time value of money concept, and shows how to determine net present value and internal rate of return for projects. It explores the strengths and limitations of each of these methods for making decisions, and demonstrates how to use their decision rules to determine which capital investment projects will add the most value to your organization.",financial management,,keyword match
,Capital Budgeting: Discounted Payback Period and Profitability Index,"When it comes to deciding which new projects to invest in, organizations rely on quantitative tools to objectively compare different proposals. Using measures such as profitability index (PI) and discounted payback period (DPBP), decision makers assess which projects to undertake – the ones that will maximize the value of the organization. These tools account for changes in the value of future cash flows due to the time value of money.  This course presents two tools commonly used in the capital budgeting process, profitability index and discounted payback period, and demonstrates how to calculate each. It explores the strengths and limitations of these tools, and describes how organizations use them to guide their investment decisions.",financial management,,keyword match
,Capital Budgeting: Capital Allocation,"No organization can claim to have an infinite amount of capital for funding projects. Capital rationing is a fact of organizational life that often requires decision makers to make difficult choices between promising investments. In deciding which projects to accept or reject, an organization must not only perform a quantitative assessment to choose the most profitable projects, but also assess a variety of qualitative factors to analyze the impact and feasibility of each project. Quantitative assessment leads to sound capital allocation based on projected cash flows, while qualitative assessment adds an element of risk management, relying on the experience and knowledge of those familiar with the business. Once capital is allocated and projects are implemented, it's important to continue to monitor the projects' progress. A post-implementation audit is an important follow-up, used to detect any deviations from the forecasted results and to gain experience that can be used in making future capital budgeting decisions.   The course introduces the process of allocating capital based on qualitative assessment factors, and incorporating other qualitative factors – such as the priority of projects – into the allocation of decisions. It also briefly covers project monitoring and post-implementation auditing. ",financial management,,keyword match
,Bank Branch Management: Mortgage and Auto Loans,"Mortgages and auto loans make up the majority of the loans at retail banks. Mortgage loan components include the principal, interest rate, mortgage term, amortization period, and repayment schedule. Individuals applying for mortgage applications are considered for credibility, down payment, and income or expense ratios. With an approved mortgage comes responsibilities for both the borrower or mortgagor, and the lender or mortgagee. Auto loans are similar to mortgages. Assets and liabilities, securities attached to the loan, credibility, the debt-to-income ratio, and the repayment arrangements are key in the loan consideration. These are the two most common loans, and arguably the most valuable to a bank.  This course examines the basic mortgage loan components, the mortgage application criteria, and borrower and lender responsibilities. The course also discusses auto loan components and the loan approval criteria.",management,,keyword match
,Bank Branch Management: Payment and Settlement Systems,"Arguably, the most important system in retail and commercial banking is the payment and settlement system. Payment and settlement systems are made up of a series of rules, processes, software, and hardware for transferring funds between two parties. They could be individuals, companies, and other banks in various geographies. There are many types of transfers including online banking, automated clearinghouse system, pre-authorized debts, direct deposits, debit card purchase or payments, and electronic check processing. Also, there are wholesale payment systems that deal with large-value electronic payments. With any financial transaction come different types of risks including credit, liquidity, legal or regulatory, and even reputational risks.   This course examines the basic components of payment and settlement systems, the key principles of payment systems, and the risks associated with payment systems. This course also covers the types of payment and settlement systems including the types of electronic funds transfer, and the characteristics of wholesale payment systems.",management,Adobe Edge Animate,0.88527244
,Bank Branch Management: Teller Roles and Credit Card Operations,"Bank tellers are the face of retail and commercial banks. Even with the move to online and electronic banking, tellers represent the bank and their values. They promote financial products and services while ensuring accurate transactions that comply with bank policies and regulations. They often handle credit card payments and transactions, and would work with the various types of credit cards in the transaction process as they are very knowledgeable in the details and know the value of the cards to banks and consumers.  This course examines the basic bank teller roles and functions, including promoting the image of the bank, promoting the bank's products and services, ensuring accurate transactions, and enforcing policies and compliance regulations. It will also cover the compliance requirements for a teller. This course will then cover credit card operations including the types of credit cards and the transaction process, and it will highlight the value of credit cards to the banks and the consumer.",management,,keyword match
,Being At My Best Full Program,,Cannot be determined,,Score < threshold
,Spotlight on Cost Centers vs. Profit Centers,,"Business, Finance, and Accountancy",,0.63038844
,Advances in Demand and Supply Network Integration,,"Business, Finance, and Accountancy",,0.6609883
,5-S Principles: Stay the Course,,Soft Skills,,0.6679024
,Spotlight on the Project Charter,,"Business, Finance, and Accountancy",,0.3502173
,Using 5S as a Foundation for Improvements,,Cannot be determined,,Score < threshold
,Thinking Like an Intelligence Analyst,,Soft Skills,,0.99798274
,Integrated Strategic Procurement Analytics,,procurement,,keyword match
,Analyzing Business Intelligence (BI) for Effective Decision Making,,business intelligence,,keyword match
,Delivering Against Customer Needs,,"Business, Finance, and Accountancy",,0.37355623
,Introduction to the Complexities of Designing Global Supply Chains,,supply chain management,,0.58882236
,Measuring Financial Performance,,performance management,,0.6937021
,Analyzing Customer Relationship Management (CRM) Strategies,,customer relationship management,,keyword match
,5-S Principles: Set Locations & Visual Cues,,Information Technology,,0.92959464
,Bank Branch Management: Dealing with Operational and Credit Risks,"There are many risks facing banks: home owners defaulting on mortgages, interest changes impacting the value of a bank's loans, human error, and natural disasters, among many others. One of the main categories of risk a bank faces is operational risk. This includes process-related risks, process execution and delivery risks, external and internal fraud risks, damage to asset risks, and business system risks. Another category of risk is credit risk, the likelihood that borrowers might not fulfill their contracts, and the value that could be recovered by the bank if a borrower defaults. The way to reduce or mitigate these risks is to have an effective risk management plan to deal with operational and credit risks.  This course examines the basics of risk management. It covers the causes of operational risk and how to manage it. It also covers the basics of credit risk, the common credit products, and how to manage credit risk.",management,Adobe Edge Animate,0.5759602
,Bank Branch Management: Internal Controls and Banking Technology,"Internal controls and banking technology rely on each other to mitigate risks, and at the same time, drive innovation in banking technology and services. Internal controls are used to achieve operational success by increasing efficiency, consistency, reporting accuracy, and compliance. Banking technology is constantly evolving to suit the needs of banks and their customers. An effective interrelation between internal controls and banking technology helps achieve operational success.  This course covers the basics of internal bank control, including major internal control objectives for banks, typical control framework characteristics, and types of controls. It will also cover the scope of control and will differentiate responsibilities between the internal control groups. Furthermore, the course describes banking technology, including the evolution of banking technology, e-banking, current integrated architecture, and current and future trends in technology.",management,,keyword match
,Bank Branch Management: Branch Security & Fraud,"Robbery is the first thing that comes to mind when bank branch security is mentioned. However, bank security involves much more than just robbery prevention. Banks face a variety of security threats, including forces of nature, human error or failure, and fraud and information security threats, among others. Physical branch security measures play a critical role in a bank's security, as do specific responses to bank robberies. Establishing a fraud prevention strategy is vital for bank branch security, along with training and compliance considerations.  This course will cover aspects of bank branch security threats, including forces of nature, robberies, human error, and fraud and information security. It will address issues of physical threats to security, and how to put security measures in place to reduce the risk of security breaches. It includes guidelines on specific responses to bank robberies, and on establishing a fraud prevention strategy, including the importance of knowing your customers. The course also covers elements of bank teller training, and regulatory compliance and audits.",management,,keyword match
,Commodity and Energy Markets and Derivatives,"The commodities and energy markets are generally considered to be some of the largest markets in existence. Every day billions of dollars of commodities such as oil, coal, gold, and sugar are bought and sold between various traders acting on behalf of producers, manufacturers, and financial institutions. The derivatives market has seen explosive growth around these markets over the decades. Although traditionally used by farmers and other manufacturers to protect themselves against price movements that would affect their profitability, derivatives are now widely used by many financial institutions as a way to profit on speculation and arbitrage. Financial institutions, such as banks and hedge funds, are profit seekers by their inherent nature and are willing to take risks in return for these profits. Hedgers, on the other hand, look to protect themselves by removing risk or hedging. These two different points of view complement each other and have allowed the market to grow rapidly and become quite liquid— for every hedger there is almost always a speculator willing to take the opposite side of the trade.  This course covers the fundamental characteristics of the commodities and energy markets. We examine the types of underlying products that are traded, such as various metals and energy producing chemicals, and we also examine what they are used for. We then identify various financial contracts known as derivatives whereby these products may be bought or sold at a predetermined price, in specific quantities, and for delivery at a future date. The course focuses on the features of forward and futures commodity contracts and swap and option commodity contracts and their uses for hedging, speculation, and arbitrage.",derivatives,,keyword match
,"Futures Fundamentals: Commodity, Equity, and Currency Futures","Futures contracts have long been used by the agriculture industry to eliminate the price risks associated with farming produce. This elimination of price risks, known as hedging, has become a common practice in today's markets. Trading in futures has moved beyond its agricultural origins and is now a modus operandi for numerous trading parties whose incentives are to either decrease the risk factor by hedging, or to make a profit through speculation. Futures contracts form a significant trading sector in the global financial system. They now trade on various commodities, including energy, single stocks and stock indices, interest rates and currencies, and some more exotic benchmarks such as the climate.  This course examines the fundamentals of futures contracts, including their pricing and quotation, and how they are used by hedgers as a protection against adverse price risks and by speculators as a means to increase profit through calculated risk. The course looks at commodity, equity, and currency futures.",equity,,keyword match
,Interest Rate Futures and Forward Rate Agreements,"Management of interest rates is an important aspect for any financial institution that lends or borrows funds, as well as for those that invest in fixed income instruments and any other company that uses debt to fund its operations. Benchmark interest rates, which are set by economic authorities in various regions of the world, such as the London Interbank Offered Rate, can materially affect the bottom line profit of these companies. Interest rate management is an important activity for these companies. Using interest rates related activities, these companies can offset any adverse effects associated with interest rate movements. These products are also used by entities that wish to speculate on the movement of interest rates, essentially taking an educated bet on where interest rates may move to over a period of time, and profiting from such moves.  This course examines the fundamentals of both long-term and short-term interest rate futures and their specifications, as well as their application in hedging and speculation. It also introduces and demonstrates how Forward Rate Agreements may be used by a corporation to lock in a funding rate into the future.",finance,Adobe InDesign CS5,0.91939443
,"Insurance Basics, Underwriting, and Actuarial Practices","The global insurance industry provides protection for corporations, groups, and individuals, ensuring that risk can be mitigated and losses, if any, can be recouped. There are basic concepts associated with insurance, underwriting, and actuarial practices. These concepts form the basis for a thorough understanding of the practical uses of insurance, the purpose of risk assessment and mitigation, and the role played by insurance companies and their employees. This course presents a high-level overview of the basics of insurance, risk assessment, underwriting, claims, and actuarial science.",underwriting,,keyword match
,"Life, Health, and General Insurance","Insurance is a form of risk management for individuals, families, and organizations, and even for insurers themselves through reinsurance. Life and health insurance companies offer their products so that the insured – the policyholders – can have peace of mind and protection from the inevitable consequences of life, such as personal injury, disability, health care costs, and death. This course presents a high-level view of key products and services associated with life, health care, long-term care, disability, and general insurance for individuals and organizations.",insurance,Adobe Acrobat Pro X1,0.8159933
,"Special Insurance Arrangements: Group Insurance, Reinsurance, and Annuities","Insurance companies contribute to the economic growth of countries, businesses, and individuals and help improve the economic climate. Special insurance arrangements such as group insurance, reinsurance, and annuities cater to the special requirements of a variety of customers, with group benefits providing life and health insurance as employee benefits, reinsurance providing protection for insurance companies against risk, and annuities providing periodic payments over a specified period of time. This course presents a high level view of group insurance and pension plans, reinsurance, and annuities.",insurance,Adobe Acrobat Pro X1,0.99044245
