Entity Type,Title,Description,Topic,Subject Area,Score,Manual,Correct
Item,Lead Now Series,Lead Now Series is comprised of 21 lessons about the Lead Now Program,[],,[],leadership,0
Item,Jealousy at Work,"We will learn what creates jealousy in the workplace. We will learn how jealousy affects the workplace. We will learn the steps to eliminate jealousy in the workplace. The workplace does not contain cookie cutter workers. The workplace has talented employees with personalities. Some are quiet and perform their duties with precision and excellence every day. Others appear to be more visible and garner recognition for their charisma and contributions. And then there are those whose insecurity leads them to wander the halls in a state of envy jealousy. Jealousy is angry agitated worry. It is human behavior we experience from time to time - but it can become problematic if we act out in a fit of jealousy or worse, wallow endlessly in bitterness and resentment.",[],,[],workplace safety,0
Item,DOT HAZMAT General Awareness,"MARCOM's Video On Demand (VOD) program on DOT HAZMAT General Awareness discusses the Hazardous Materials Regulations established by the U.S. Department of Transportation (DOT) and how they affect each stage of the transportation process, as well as what employees can do to help prevent HAZMAT incidents from occurring. Areas covered in the program include the regulation itself, training requirements, hazardous materials in the workplace, shipping papers, the Emergency Response Guidebook, packing and loading hazardous materials, and shipping and unloading hazardous materials.",[],,[],workplace safety,0
Item,Operating Order Selectors Safely,"Order selectors, sometimes called order pickers, allow us to move materials, supplies and merchandise to and from storage areas more efficiently than ever before. Like all other powered industrial trucks, they can be extremely hazardous if safe work practices are not followed. Operators of order selectors have a responsibility to operate them in a safe manner at all times. This program examines some common hazards posed by the operation of order selectors and how to control these hazards through safe operating practices. Topics include order selector stability characteristics, pre-operational inspection, stacking materials properly, fall prevention, safe traveling techniques, preventing injuries to pedestrians and properly parking the vehicle.",[],,[],workplace safety,0
Item,5 Clear Signs It's Time for You to Fire a Toxic Employee,"Deciding to terminate any employee—even a toxic employee—is difficult under most circumstances. There’s always a little piece of most managers that truly hopes and believes they can turn bad behavior around. They’ll counsel, coach and discipline to the best of their abilities, but eventually, a decision has to be made. Keep in mind, this is a business decision. It should be the last resort, but when an employee who’s been given every chance to succeed is negatively impacting your team and the company, it’s time to let hem go.",[],,[],leadership,0
Item,Avoid Making the 8 Ultimate Delegation Mistakes,"Delegating is an important part of being a manager. But, it can be tricky if you aren’t able to let it go. Most employees can’t stand it when you hand them something to do and hover nearby to see how it’s going. But, in your mind, you’re doing the right thing. After all, what if the employee fails to do it right? You’re pretty sure you could do it better and that would make you more comfortable. Careful … you’re committing one of the 8 ultimate delegation mistakes!",[],,[],leadership,0
Item,How to Reach Workers Who Overestimate Their Competence,"How accurately do your employees see their work? If you ranked employees in order of competence, are the employees in the bottom half of your list aware they’re in the bottom half? Do they truly understand your expectations and what outstanding performancelooks like?",[],,[],leadership,0
Item,The Perils of Lazy Onboarding in a Competitive Employee Market (Part I of II),"Many, many years ago … before it was called onboarding …companies used to call the process of welcoming new employees “orientation,” and they did it even worse than companies do now. Maybe it was because those Traditionalist and Baby Boomer generations of workers were brought up with the “grow old and die with the company” mindset. Organizations didn’t put that much effort into welcoming new people because buzzwords like “employee engagement” and “retention” weren’t on the minds of management. Profits were.",[],,[],employee onboarding,0
Item,The Perils of Lazy Onboarding in a Competitive Employee Market (Part II of II),"In Part I of this blog, I looked at the lazy onboarding mistakes that many companies make even when they have the best intentions. Research proves that companies that do onboarding right have higher employee engagement, loyalty and productivity. They also have much lower turnover. Today, we’ll look at how to create an effective onboarding process.",[],,[],employee onboarding,0
Item,Skilled Interrupting: 6 Polite Ways to Keep Meetings on Track,Don’t agree? Don’t understand? Holding a meeting where the subject has gone off track? Want someone to get to the point? “Learn to interrupt” is the advice given by former Secretary of State Madeleine Albright.,[],,[],management,0
Item,20 Clever Ideas for Stopping Interruptions at the Office,An overflowing inbox … a mountain of papers … a team needing feedback … and a packed calendar—can you get it all done? Not if people keep interrupting you! You’ve got to find ways for stopping interruptions before you go crazy.,[],,[],management,0
Item,Buried by Work? These Suggestions Will Dig You Out,"Summer is almost here, which means vacation time for you and your co-workers. While vacations are great and necessary for maintaining sanity, they often increase your workload. Either you’re trying like mad to get ahead and clean your desk off for those two weeks you’re spending in the mountains or visiting grandma—or you’re covering for someone else who is gone (but probably NOT visiting your grandma, because that would be weird.",[],,[],leadership,0
Item,How to be the Consensus Builder at the Office…a Big Part of Every Effective Team,"Some things are easy to come to a consensus about—college tuition is too high—while other things may never reach a consensus—New York style pizza is better than Chicago deep dish because you can eat it while walking around without wearing it all over the front of your shirt. However, reaching a consensus on things is vital at work. And, being a consensus builder is one of the most sought-after traits for any employee.",[],,[],leadership,0
Item,Motivation Hacks When You Need a Boost at Work,"Let’s face it, we all have times when it seems like we can’t get motivated. It’s human nature, after all. The trick is to make sure those times are less frequent and shorter in duration. If you’re going through a funk, don’t despair. Check out these quick motivation tips and you’ll be back to yourself in no time!",[],,[],leadership,0
Item,Why It's Hard to Shake a Bad Impression,"Negative reputations or bad first impressions are hard to change, even when they’re inaccurate or there’s a behavior change for the positive. Why is that?",[],,[],soft skills,0
Item,HIPAA: Breach Notification Rule - Overview,"Welcome to the ‘HIPAA: Breach Notification Rule – Overview’ video lesson meant to explain the origin of the rule and define key terms regarding proper breach identification and notification. This lesson is the first of five in the ‘HIPAA: Advanced – Breach Notification Rule’ video course, which is meant to explain how to recognize, assess, and report breaches of protected health information (PHI). The Breach Notification Rule came into effect with the passing of the Health Information Technology for Economic and Clinical Health Act (HITECH) and was updated with the Omnibus Rule. The rule helps you determine what constitutes a PHI breach, understand how to assess risk factors, and address breaches after they’ve occurred. After watching this lesson, viewer will have a better understanding of the Breach Notification Rule and how it affects their responsibilities at work.",[],,[],insurance,0
Item,HIPAA: Breach Notification Rule - Impermissible Actions Regarding PHI,"Welcome to the ‘HIPAA: Breach Notification Rule – Impermissible Actions Regarding PHI’ video lesson meant to describe and provide examples of the four actions disallowed by the Breach Notification Rule: impermissible access, acquisition, use, and disclosure of PHI. This lesson is the second of five in the ‘HIPAA: Advanced – Breach Notification Rule’ video course, which is meant to explain how to recognize, assess, and report breaches of protected health information (PHI). Through designations made by the notification rule and examples of mistakes in handling PHI, viewers will learn about how to recognize the impermissible actions regarding PHI. The privacy officer and certain staff members need to be able to recognize all impermissible actions because each is presumed to be a breach under the designations of the Privacy Rule.",[],,[],insurance,0
Item,HIPAA: Breach Notification Rule - Breach Exceptions,"Welcome to the ‘HIPAA: Breach Notification Rule – Breach Exceptions’ video lesson meant to explain three exceptions to what constitutes a breach. This lesson is the third of five in the ‘HIPAA: Advanced – Breach Notification Rule’ video course, which is meant to explain how to recognize, assess, and report breaches of protected health information (PHI). Through examples and designations made by the Privacy Rule, viewers will learn about ways in which mistakes when handling PHI do not constitute breaches. After watching this lesson, viewers will learn not to jump to conclusions when they encounter a potential breach.",[],,[],insurance,0
Item,HIPAA: Breach Notification Rule - Notification Content and Process,"Welcome to the ‘HIPAA: Breach Notification Rule – Notification Content and Process’ video lesson meant to describe what to include in your notifications to affected individuals and the proper notification process. This lesson is the last of five in the ‘HIPAA: Advanced – Breach Notification Rule’ video course, which is meant to explain how to recognize, assess, and report breaches of protected health information (PHI). When notifying affected individuals about their compromised PHI, there are specific guidelines and expectations made by the Breach Notification Rule. Viewers will learn about the what the notification should contain, the method by which it should be distributed, and the general timeline for the process.",[],,[],insurance,0
Item,HIPAA: Advanced - Breach Notification Rule,"Welcome to the ‘HIPAA: Advanced – Breach Notification Rule’ video course meant to explain how to recognize, assess, and report breaches of protected health information (PHI). This course comprises five video lessons that give you the basics about the Breach Notification Rule, describe impermissible actions regarding PHI, and explain how to notify affected individuals about breaches. As part of the HIPAA series, this course will aid covered entities, business associates, and employees and agents of covered organizations as they adhere to HIPAA in conjunction with regulations like the Health Information Technology for Economic and Clinical Health Act (HITECH) and the Privacy Rule. Even if you believe you are doing your job effectively, breaches can still happen as the result of miscommunication and mishandling of PHI. After viewing this course, employees will have the knowledge to be compliant with the Breach Notification Rule, recognize and prevent breaches, and ensure parties affected by breaches are timely and properly informed. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #19-V4Z65 and HRCI Activity ID: #376688",[],,[],insurance,0
Item,10 Benefits of Daily Routines,"Welcome to the ’10 Benefits of Daily Routines’ video lesson meant to describe how having a routine can make your life better. This lesson is the first of three in the ‘Creating an Effective Daily Routine’ video course meant to explain how to add structure to your day to improve your organization and productivity. From this lesson, learners will see how routines can help you develop good habits, attain greater efficiency, and reduce your stress levels. If you follow your routine, you will see dramatic improvements in your lifestyle, mental health, and work performance.",[],,[],soft skills,0
Item,Developing Your Daily Routine,"Welcome to the ‘Developing Your Daily Routine’ video lesson that describes how to formulate, organize, and hone your daily routine. This lesson is the second of three in the ‘Creating an Effective Daily Routine’ video course meant to explain how to add structure to your day to improve your organization and productivity. The process may seem obvious, but it’s useful to follow the steps from this lesson and intentionally work through your day and add structure. After viewing this lesson, learners will understand the process for brainstorming and putting together your schedule of activities.",[],,[],soft skills,0
Item,Tips for Sticking to Your Routine,"Welcome to the ‘Tips for Sticking to Your Routine’ video lesson that walks you through a typical day and provides methods for maximizing your happiness and productivity with a good routine. This lesson is the final of three in the ‘Creating an Effective Daily Routine’ video course meant to explain how to add structure to your day to improve your organization and productivity. Viewers will learn actionable tips, such as leaving work at work and exercising well before bedtime. By breaking down the day into three sections—morning, work, and evening—you’ll see how to structure your day to make your routine as effective as possible.",[],,[],soft skills,0
Item,Creating an Effective Daily Routine,"Welcome to the ‘Creating an Effective Daily Routine’ video course meant to explain how to add structure to your day to improve your organization and productivity. This course comprises three video lessons that lay out the benefits of having a daily routine, how to develop a personal routine, and tips to help you adhere to your schedule. Have you ever felt overwhelmed by the amount of work you have to do? Well, a routine is a sequence of actions you consistently follow to help relieve your anxiety and get you through the day having accomplished everything you set out to do. After viewing these lessons, you won’t be able to deny the correlation between having a routine and getting your work done efficiently. This program is valid for 1 PDC for the SHRM-CP or SHRM-SCP and 1 hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #19-TXF3P and HRCI Activity ID: #376704",[],,[],soft skills,0
Item,The Mutual Benefits of Recognition,"Welcome to ‘The Mutual Benefits of Recognition,’ a video lesson meant to discuss the positive effects recognition can have throughout an organization. This lesson is the first of four in the ‘Motivating Employees with Recognition’ video course meant to describe the importance of recognition for improving employee morale and work performance. From this lesson, leaders will see how recognizing employees at all levels encourages high performance and hard work, which affects more than just their departments. Viewers will see how recognition can benefit everyone at an organization—from individual employees to the bottom line.",[],,[],soft skills,0
Item,Making Recognition Count,"Welcome to the ‘Making Recognition Count’ video lesson meant to describe the three qualities that are essential for providing meaningful recognition. This lesson is the third of four in the ‘Motivating Employees with Recognition’ video course meant to describe the importance of recognition for improving employee morale and work performance. From this lesson, leaders will learn how to tailor their recognition to their individual employees in a way that truly resonates. That way, the recognition they provide will be meaningful and have a great impact.",[],,[],soft skills,0
Item,Four Common Barriers to Recognition,"Welcome to the ‘Four Common Barriers to Recognition’ video lesson meant to analyze the major obstacles for leaders when providing recognition and how they can overcome them. This lesson is the final of four in the ‘Motivating Employees with Recognition’ video course meant to describe the importance of recognition for improving employee morale and work performance. Most of the roadblocks for leaders are mental—they don’t THINK they have enough time or budget to devote to recognizing employees. It turns out, these leaders just have a misconception about the expectations for providing recognition. By reframing how they think about recognition, they will feel inspired to do their part motivating employees with meaningful recognition.",[],,[],soft skills,0
Item,Five Sources of Customer Insight,"Welcome to ‘Five Sources of Customer Insight,’ a video lesson meant to cover several sources of insight applicable to your selling strategy. This lesson is the last of five in the ‘Getting the Most from Insight-Based Selling’ video course, which is meant to help you understand and leverage insight-based selling to increase your competitiveness in sales conversations. By describing methods for obtaining insight and places to mine for information, viewers will be better equipped to find insight relevant to making sales.",[],,[],soft skills,0
Item,Creating Development Plans (Part 1 of 3): Key Elements of Development Planning,"Welcome to the “Key Elements of Development Planning” video lesson, which highlights tasks that must be accomplished to successfully development plan. This lesson is the first of three in the “Creating Development Plans” video course meant to guide learners in their quest to develop themselves personally and professionally. In this lesson, viewers will learn the importance of improving their personal value proposition to their employer. Then, viewers will look at three main steps in building an effective development plan.",[],,[],product planning,0
Item,From Project to Process,"Welcome to the topic of mastering project management! This video lesson, ‘From Project to Process,’ explains how to turn a one-time project into a repeatable process. This lesson is the second of sixteen in the ‘Project Planning’ video course, which describes how to plan and organize your project so it can be completed efficiently and successfully. First, this lesson describes the differences between projects and ongoing processes. Then, it provides a method for developing a project into a process, including steps like documenting the project and refining the process.",[],,[],project management,0
Item,Basic Closing Techniques,"Welcome to the “Basic Closing Techniques” video lesson meant to teach viewers some simple closes they can use with prospects. This video lesson is the second of six in the “Closing Sales with Confidence” course, which instructs learners on how to effectively close sales. During this lesson, learners will take a look at a handful of fundamental closing techniques and discover that, often, a combination of closes is needed when closing a sale. Viewers will also learn how to discern when it’s time to close the order and how to integrate trial closes if they’re not sure the time is right. Finally, learners will become familiar with the key measures for evaluating how effective their closing skills are.",[],,[],project management,0
Item,Making the Most of Part-Time Workers,"Welcome to Making the Most of Part-Time Workers, a video course meant to explain everything about part-timers from the benefits of hiring them to tips for retaining them. This course comprises six video lessons that describe what it means to work part time, ways to engage and motivate part-timers, and how to convince management to let you switch to part time. Employees who want to work part time will have a better understanding of what it entails. Plus, employers will know how to communicate with and support part-timers in their organization. After viewing this course, learners will be experts on how part-time work can affect and boost an organization’s productivity and success. This program is valid for one PDC for the SHRM-CP or SHRM-SCP and one hour of recertification credit through the HR Certification Institute. Please be sure to note the program ID number in your online recertification file. For more information about certification or recertification, please visit the SHRM website at www.shrm.org and the HRCI website at www.hrci.org. SHRM Activity ID: #19-5J7YJ and HRCI Activity ID: #376676",[],,[],leadership,0
Item,Making the Most of Part-Time Workers (Part 2 of 6): Pros and Cons of Hiring Part-Time Workers,"Welcome to the Pros and Cons of Hiring Part-Time Workers video lesson meant to explain the advantages and drawbacks of having part-timers on staff. This lesson is the second of six in the Making the Most of Part-Time Workers video course, which is meant to explain everything about part-timers from the benefits of hiring them to tips for retaining them. Things like having less overhead and widening the talent pool make having part-timers on staff desirable. Despite the issues of inconsistency and disconnectedness, part-timers’ expertise can help fill in skill gaps and increase employee retention.",[],,[],leadership,0
Item,Making the Most of Part-Time Workers (Part 3 of 6): Maximizing the Experience of Part-Timers,"Welcome to the Maximizing the Experience of Part-Timers video lesson meant to describe how to create an environment and culture to fully engage and support part-timers and help them be as productive as possible. This lesson is the third of six in the Making the Most of Part-Time Workers video course, which is meant to explain everything about part-timers from the benefits of hiring them to tips for retaining them. There are steps employers can take to help part-timers be as successful and productive as possible. For example, if employers are open and clear about the expectations for part-time workers and treat them fairly, they will know what they have to do and feel like they belong.",[],,[],leadership,0
Item,Making the Most of Part-Time Workers (Part 4 of 6): Developing Moonlighting and Daylighting Policies,"Welcome to the Developing Moonlighting and Daylighting Policies video lesson meant to explain the elements that must be addressed in their respective policies. This lesson is the fourth of six in the Making the Most of Part-Time Workers video course, which is meant to explain everything about part-timers from the benefits of hiring them to tips for retaining them. This lesson describes what moonlighting and daylighting are, why they’re important to address, and what must be included in their policies.",[],,[],leadership,0
Item,Common Mistakes of Managers,"Welcome to ‘Common Mistakes of Managers,’ a video lesson that describes how you can derail your own career as a manager through ten common errors. This lesson is the final of four in the ‘Management Basics’ video course meant to lay the foundation for understanding what it means to be and succeed as a manager in any organization. Do you over-manage your employees? Have you ever been accused of being too dependent on others? If so, chances are, you might be a derailer. Derailers are managers who make mistakes that hold them back and prevent them from arriving at the top of their organizations. What’s keeping you from arriving? Check out this video lesson to find out.",[],,[],leadership,0
Item,The Value of Time,"Welcome to the “The Value of Time” video lesson meant to shape learners’ understanding of time. This video lesson is the first of five in the “Time Management Essentials” video course, which conveys the basics of effective time management. Throughout this lesson, viewers will learn that time must be managed differently from other resources—in fact, one can only manage themselves in relation to time. In addition, learners will come to realize just how much discretionary time they have and how important it is to use it wisely.",[],,[],soft skills,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 1 of 21): Introduction,This lesson is the introduction into the top five common mistakes made in marketing.,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 4 of 21):  Average Joe Ad Examples,In this lesson Rich Harshaw presents a few Average Joe Ads and explains problems with each one.,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 5 of 21): Better-Than-Average-Joe Ad,This lesson demonstrates how certain qualities can be conveyed indirectly within an Ad.,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 6 of 21): Wrapping up Average Joe,"In the final lesson on Average Joe, Rich Harshaw provides further insight on how to become more innovated.",[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 7 of 21): The Platitude Trap,"The second marketing mistake is The Platitude Trap, and in this lesson Rich Harshaw explains what the trap is.",[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 8 of 21): The Reticular Activating System,"This lesson presents two human tendencies, Alpha Mode and Beta Mode, as well as what The Reticular Activating System is.",[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 9 of 21): Activators,In this lesson Rich Harshaw provides examples on activators that snaps a person into beta mode.,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 10 of 21): Hot Buttons,In this lesson the new concept of hot buttons are explained by Rich Harshaw.,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 12 of 21): Educational Spectrum,"This lesson demonstrates how the buying cycle, also known as the educational spectrum, should be viewed and used.",[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 13 of 21): Choose Your Category,The lesson focuses on choosing the best category in an Ad based on familiarity and other factors.,[],,[],sales & marketing,0
Item,"The Top Five Marketing Mistakes Businesses Make (Part 14 of 21): Right Message, Wrong Time Wrap Up","This is the final lesson on Right Message, Wrong Time, and provides additional information on how to choose the best message with the best time.",[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 15 of 21): Ignoring Future Buyers,"The fourth marketing mistake is Ignoring Future Buyers, and in the lesson Rich Harshaw explains how only focusing on Now Buyers can create a drop in future sales.",[],,[],sales & marketing,0
Item,"The Top Five Marketing Mistakes Businesses Make (Part 16 of 21): Reports, Part 1",In this lesson Rich Harshaw describes reports that can help prevent companies ignoring their future buyers,[],,[],sales & marketing,0
Item,"The Top Five Marketing Mistakes Businesses Make (Part 17 of 21): Reports, Part 2",This lesson is the second part of reports and Rich Harshaw explains how the reaming reports can be used to focus more on future buyers,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 19 of 21): Accelerated Discontentment,In this lesson Accelerated Discontentment is shown and explained by Rich Harshaw.,[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 20 of 21): Wall Drugging,"This lesson shows what Wall Drugging someone means, and how it can be affective in marketing.",[],,[],sales & marketing,0
Item,The Top Five Marketing Mistakes Businesses Make (Part 21 of 21): Conclusion,In the final lesson Rich Harshaw reviews what was covered throughout the course to avoid the top five marketing mistakes.,[],,[],sales & marketing,0
Item,Staalband lassen,Staalband lassen van continupersen,[],Unilin Functional Training,[],,
Item,Accident-incident Awareness,AccidentInves awareness.pdf,[],,[],,
Item,Traject Veerkracht deel 1: Tijd - Prioriteit - Futiliteit,Traject Veerkracht deel 1: Tijd - Prioriteit - Futiliteit,[],Unilin (Inter) Personal,[],,
Item,"Traject Veerkracht deel 4: Ontspanning, Aandacht & Hartcoherentie","Traject Veerkracht deel 4: Ontspanning, Aandacht & Hartcoherentie",[],Unilin (Inter) Personal,[],,
Item,EC QRGS Detailed Document Search,DetailedDocumentSearch.pdf,[],,[],,
Item,NFPA 70 E EN,NFPA_70-E_Training_Revised 2-26-19.ppt,[],,[],,
Item,Accountability Training,Accountability Goanimate,[],,[],,
Item,Basic Of the Manual Mill 110,"This class describes the basic components of the manual mill and also describes common workholding devices, cutting tools, and toolholders used on the mill.",[],,[],,
Item,SmartStrand Overview,Course Description.,[],,[],,
Item,Global Antitrust and Competition In French,Global Antitrust and competetion in French,[],Unilin Induction,[],,
Item,Global Antitrust and Competition In German,Global Antitrust and Competition In German,[],,[],,
Item,Global Antitrust and Competition In Polish,Global Antitrust and Competition In Polish,[],,[],,
Item,Global Antitrust and Competition In Portuguese,Global Antitrust and Competition In Portuguese,[],,[],,
Item,Active Workingstyle,Active Workingstyle,[],Unilin (Inter) Personal,[],,
Item,Plant Visit A&S Energie,Plant Visit A&S Energie,[],Unilin Induction,[],,
Item,Boeiend spreken en presenteren voor een groep,Boeiend spreken en presenteren voor een groep,[],Leadership,[],,
Item,MS-Excel - gevorderd draaitabellen en grafieken,MS-Excel - gevorderd draaitabellen en grafieken,[],Unilin Functional Training,[],microsoft office,0
Item,MS-Excel - Gevorderd,MS-Excel - Gevorderd,[],Unilin Functional Training,[],microsoft office,0
Item,Effectief netwerken: face to face,"De opleidingen uit het “Iedereen leert” aanbod kunnen door elke medewerker gevolgd worden buiten de werkuren. Valt een opleiding waarvoor je interesse hebt, tijdens je werkuren? Dan vragen we altijd eerst met je leidinggevende af te stemmen voor je je inschrijft. Veel leerplezier!",[],Leadership,[],,
Item,Effectief online netwerken,Effectief online netwerken,[],Leadership,[],,
Item,Selfcoaching - vervolg,Selfcoaching - vervolg,[],Leadership,[],,
Item,BPMN part 1 Syntax & best practices,BPMN part 1 Syntax & best practices,[],Organization,[],,
Item,BPMN part 2 Bizagi Tool,BPMN part 2 Bizagi Tool,[],Organization,[],,
Item,Master your to do list,Master your to do list,[],Other,[],,
Item,Meet and Greet,Meet and greet,[],Organization,[],,
Item,Mindful@work,Mindful@work,[],Other,[],,
Item,Plant Visit Flooring,Plant Visit Flooring,[],Organization,[],,
Item,Plant Visit Panels Bospan,Plant Visit Panels Bospan,[],Unilin Induction,[],,
Item,Plant Visit Panels Spano,Plant Visit Panels Spano,[],Organization,[],,
Item,Infomeeting Corporate,Infomeeting Corporate,[],Unilin Induction,[],,
Item,231 MODEL,231 MODEL,[],Technical Training,[],,
Item,ACCESS ADVANCED,ACCESS ADVANCED,[],Computers,[],,
Item,ACCESS INTERMEDIATE,ACCESS INTERMEDIATE,[],Computers,[],,
Item,APPRENTICE-EMPOWERMENT,APPRENTICE-EMPOWERMENT,[],Institutional,[],,
Item,APPRENTICE-BUSINESS ORGANIZATION,APPRENTICE-BUSINESS ORGANIZATION,[],Institutional,[],,
Item,APPRENTICE-COMPUTERS ADVANCED,APPRENTICE-COMPUTERS ADVANCED,[],Institutional,[],,
Item,APPRENTICE-ENGLISH,APPRENTICE-ENGLISH,[],Institutional,[],,
Item,APPRENTICE-WORKING RELATIONSHIP,APPRENTICE-WORKING RELATIONSHIP,[],Institutional,[],,
Item,APPRENTICESHIP TRAINING,APPRENTICESHIP TRAINING,[],Institutional,[],,
Item,ATOMIZER CLEANING PROCEDURE,ATOMIZER CLEANING PROCEDURE,[],Technical Training,[],,
Item,B.E.T.,B.E.T.,[],Empowerment,[],,
Item,BLSD,BLSD,[],Safety Training,[],,
Item,BLSD - RETRAINING,BLSD - RETRAINING,[],Safety Training,[],,
Item,BOOTHS MEDIUM AND LOW VOLTAGE (MT - BT),BOOTHS MEDIUM AND LOW VOLTAGE (MT - BT),[],Safety Training,[],,
Item,CE CONFORMITY,CE CONFORMITY,[],Technical Training,[],,
Item,CERAMIC CENTRE SEMINAR,CERAMIC CENTRE SEMINAR,[],Technical Training,[],,
Item,CEZANNE,CEZANNE,[],Computers,[],,
Item,MARAZZI CHAMPIONS LEAGUE,MARAZZI CHAMPIONS LEAGUE,[],Empowerment,[],,
Item,COLLECTIVE LABOUR AGREEMENT,COLLECTIVE LABOUR AGREEMENT,[],Technical Training,[],,
Item,COMPUTERS BASIC,COMPUTERS BASIC,[],Computers,[],,
Item,APPRENTICE-COMPUTERS BASIS,APPRENTICE-COMPUTERS BASIS,[],Institutional,[],,
Item,COMPUTERS INTERMEDIATE,COMPUTERS INTERMEDIATE,[],Computers,[],,
Item,CONFINED SPACES PLACES,CONFINED SPACES PLACES,[],Safety Training,[],,
Item,CONFINED SPACES PLACES - UPDATED,CONFINED SPACES PLACES - UPDATED,[],Safety Training,[],,
Item,CONTINUOUS SHIFT WORKERS,CONTINUOUS SHIFT WORKERS,[],Technical Training,[],,
Item,LIFESTYLE AND DESIGN MNGM SEMINAR,LIFESTYLE AND DESIGN MNGM SEMINAR,[],Technical Training,[],,
Item,MANAGERS,MANAGERS,[],Safety Training,[],,
Item,MANAGERS - UPDATED,MANAGERS - UPDATED,[],Safety Training,[],,
Item,DISC CERTIFICATION,DISC CERTIFICATION,[],Technical Training,[],,
Item,DPI,DPI,[],Safety Training,[],,
Item,DSO DOWN,DSO DOWN,[],Technical Training,[],,
Item,EMPOWERMENT,EMPOWERMENT,[],Empowerment,[],,
Item,ENGLISH ADVANCED,ENGLISH ADVANCED,[],Foreign Languages,[],,
Item,ENGLISH BASIC,ENGLISH BASIC,[],Foreign Languages,[],,
Item,ENGLISH INTERMEDIATE,ENGLISH INTERMEDIATE,[],Foreign Languages,[],,
Item,ENGLISH POST-INTERMEDIATE,ENGLISH POST-INTERMEDIATE,[],Foreign Languages,[],,
Item,ENGLISH PRE-INTERMEDIATE,ENGLISH PRE-INTERMEDIATE,[],Foreign Languages,[],,
Item,FAO CERTIFICATION,FAO CERTIFICATION,[],Technical Training,[],,
Item,FAO CERTIFICATION RETRAINING,FAO CERTIFICATION RETRAINING,[],Technical Training,[],,
Item,FIRST STEPS IN MARAZZI,FIRST STEPS IN MARAZZI,[],Institutional,[],,
Item,FRENCH ADVANCED,FRENCH ADVANCED,[],Foreign Languages,[],,
Item,FRENCH BASIC,FRENCH BASIC,[],Foreign Languages,[],,
Item,FRENCH INTERMEDIATE,FRENCH INTERMEDIATE,[],Foreign Languages,[],,
Item,FRENCH POST-INTERMEDIATE,FRENCH POST-INTERMEDIATE,[],Foreign Languages,[],,
Item,FRENCH PRE-INTERMEDIATE,FRENCH PRE-INTERMEDIATE,[],Foreign Languages,[],,
Item,MARAZZI CATALOGUE GUIDE,MARAZZI CATALOGUE GUIDE,[],Technical Training,[],,
Item,GERMAN ADVANCED,GERMAN ADVANCED,[],Foreign Languages,[],,
Item,GERMAN BASIC,GERMAN BASIC,[],Foreign Languages,[],,
Item,GERMAN INTERMEDIATE,GERMAN INTERMEDIATE,[],Foreign Languages,[],,
Item,GERMAN POST INTERMEDIATE,GERMAN POST INTERMEDIATE,[],Foreign Languages,[],,
Item,GERMAN PRE INTERMEDIATE,GERMAN PRE INTERMEDIATE,[],Foreign Languages,[],,
Item,HYPERION,HYPERION,[],Computers,[],,
Item,INKJET,INKJET,[],Technical Training,[],,
Item,INTESA DIGITAL TECHNOLOGY,INTESA DIGITAL TECHNOLOGY,[],Technical Training,[],,
Item,ITALIAN ADVANCED,ITALIAN ADVANCED,[],Foreign Languages,[],,
Item,ITALIAN BASIC,ITALIAN BASIC,[],Foreign Languages,[],,
Item,ITALIAN INTERMEDIATE,ITALIAN INTERMEDIATE,[],Foreign Languages,[],,
Item,ITALIAN POST INTERMEDIATE,ITALIAN POST INTERMEDIATE,[],Foreign Languages,[],,
Item,ITALIAN PRE INTERMEDIATE,ITALIAN PRE INTERMEDIATE,[],Foreign Languages,[],,
Item,KILN OPERATOR,KILN OPERATOR,[],Technical Training,[],,
Item,LAB ANALYSIS AND CONTROLS TOOLS,LAB ANALYSIS AND CONTROLS TOOLS,[],Technical Training,[],,
Item,LAYING MARAZZI TILES,LAYING MARAZZI TILES,[],Technical Training,[],,
