Entity Type,Title,Description,Topic,Subject Area,Score
Item,Personal Membership Opening Workshop ISL Mar 2016,,financial management,,0.98595923
Item,PowerTools for Business Writers: Writing for Results MNLD Feb 2016,,business,,0.7293112
Item,The Member Service Rep's Role in Selling Help ISL Feb 2016,,sales,,0.93828547
Item,New Employee Orientation MNLD Feb 2016,,employee onboarding,,0.9720256
Item,SAM 101 MNLD Feb 2016,,public relations,,0.59727544
Item,Fundamentals of Personal Financial Planning,,financial management,,0.95185393
Item,New Advisor Business Building,,business,,0.89820784
Item,Test Course Home: Rise Course,This is a SCORM 1.2 course created in Articulate 360 Rise.,,More Learning,Score < threshold
Item,Security ISL Feb 2016,,security,,0.9947082
Item,CALMS Cohort 6 ISL Mar 2016,,Humanities (Social sciences),,0.2103035
Item,Sell Help Workshop MNLD Mar 2016,,public relations,,0.74699134
Item,CALMS Cohort 6 MLD Mar 2016,,Cannot be determined,,Score < threshold
Item,"Manager, Member Services Mutual Fund Compliance Workshop ISL Mar 2016",,regulatory,,0.8891483
Item,Leadership Foundations:  Leading at Coast Mar 2016,,leadership,,0.9981831
Item,New Advisor Business Building,,business,,0.89820784
Item,"Manager, Member Services Mutual Fund Compliance Workshop MLD Mar 2016",,regulatory,,0.88739425
Item,Personal Membership Opening Workshop MNLD Mar 2016,,financial management,,0.9851356
Item,CFP Exam Prep,,Cannot be determined,,Score < threshold
Item,Consumer Credit Basics MNLD Mar 2016,,credit,,0.8990667
Item,Budgeting,"Understand what budgets are and why they matter. Develop operating budgets reflecting your group’s near-term goals and operations, and create capital budgets for longer-term critical investments you want to make for your group. Use sensitivity analysis to explore “what-if” scenarios and to test the assumptions in your budgets. Deploy variance analysis to understand budget shortfalls and to make course corrections. Grasp “the big picture” of budgeting—by learning how forward-looking organizations are integrating budgeting with strategy and planning processes to ensure their competitive strategies are executed as planned and deliver the expected results.",budgeting,,0.9603849
Item,Business Case Development,"Understand the difference between a business case and a business plan. Learn the process for creating a strong business case: defining the opportunity, exploring options, analyzing alternatives, assessing risks, creating an implementation plan, and presenting your case to stakeholders. Includes tips for productive brainstorming sessions and effective presentations.",business strategy,HarvardManage Mentor ,0.685688
Item,Business Plan Development,Create a business plan that will sell your idea and help you make strategic decisions. Learn what material to include and how to develop a compelling presentation that will engage readers and win their approval. One-year single user license.,business development,,keyword match
Item,Career Management,"Take control of your career. Learn how to uncover your deepest interests and values, indentify skill and experience gaps, and create powerful networks. Explore how to enlist senior coworkers as powerful allies. Finally, discover ways to cultivate resilience and rebound from career setbacks.",career development,,keyword match
Item,Change Management,"By having a clear vision and a sound plan, you and your team can manage change—instead of change managing you. Learn an eight-stage change process that can dramatically improve the chances that your change initiatives will succeed. One-year single user license.",change management,,keyword match
Item,Coaching,"Use the time you spend coaching employees more effectively. Study best practices for listening, inquiry and reflection—a coach's most powerful tools. Learn how to identify which employees will be most receptive to coaching and which may need a different approach. A detailed example allows you to follow along in a coaching scenario to see best practices in action.",Soft Skills,,0.9917617
Item,Crisis Management,"Learn how crises differ from the ordinary ups and downs of doing business. Master a disciplined process for preventing avoidable crises and preparing for unavoidable ones that may strike your group. Find out how to contain a crisis should it arise and how to resolve it through swift, smart action. Understand and develop the personal qualities and behavioral practices that characterize effective leaders during crises. Explore strategies for handling crises after they’ve been resolved so you can extract lessons for handling future crises more effectively.",crisis management,,keyword match
Item,Customer Focus,"In today’s business climate, it’s not enough to offer excellent products or services. Competitive advantage lies in how an organization continuously creates value for its customers. Understand how to use customer knowledge to deliver additional value and ultimately boost profitability. Learn how to build a customer-focused organization, in which everyone plays a role in serving the needs of actual and potential customers. Take away tips for increasing innovation throughout the organization and boosting employee satisfaction.",business,,0.9647697
Item,Decision Making,"Prepare to make a decision by selecting a decision-making approach and defining your objectives. Understand and surmount common decision challenges, including cognitive biases and unproductive group dynamics. Discover tactics for generating alternatives for a decision and evaluating those alternatives. Master strategies for selecting the best alternative for a decision, communicating the decision effectively to the right individuals, and ensuring that the decision is carried out as planned.",decision making,,0.9936713
Item,Delegating,"Understand benefits of delegating, challenges of delegating, and signs suggesting that you may be under-delegating. Set the stage for successful delegating by making the right decisions about why you’re delegating, how you’ll do it, what you’ll delegate, and who should take on the assignment. Discover how to effectively communicate a delegated assignment to the individual(s) you’ve chosen. Apply strategies for monitoring and supporting the delegated work.",leadership,,0.99823606
Item,Developing Employees,"Learn practical, easy ways to make employee development a regular part of your management routine. Explore strategies to keep high performers challenged and solid employees growing. Learn how to address underperformance. Includes information on building cross-cultural skills for global work.","Business, Finance, and Accountancy",,0.51889503
Item,Difficult Interactions,"Learn the common causes of difficult interactions in the workplace and the benefits of effective conflict management. Take away tips for dealing with the emotions involved, for overcoming the barriers that prevent people from addressing conflict, and for managing conflict between employees.",soft skills,,0.9493806
Item,Diversity,Learn why diverse teams are a competitive advantage for your business. Understand how to foster an inclusive environment where all talent is welcome. Investigate strategies for diverse hiring. Explore ways to address diversity-related conflict—including when the animosity is aimed at you.,business,,0.9774883
Item,Ethics At Work,"Learn what workplace ethics are—and aren't. Investigate how an ethical culture drives business success. Explore a practical method for making an ethical decision, them work through a detailed example of ethical decision making. Discover how to foster integrity in the workplace and to apply ethics across borders.",ethics,,0.9929953
Item,Feedback Essentials,"Harness the power of feedback. Learn how to give fair, effective feedback. Explore the common reasons people fear feedback and ways to make your team more receptive to it. Finally, discover ways you can seek and use feedback to improve your performance.",feedback,,0.9989166
Item,Finance Essentials,"Gain familiarity with the three most essential financial statements used in business: the income statement, the balance sheet, and the cash flow statement. Understand financial ratios and how they serve as indicators of an organization’s health. Develop a budget for your group, and use an array of techniques to analyze the potential costs and benefits of investments you’re considering making for your group. Track actual financial outcomes of operations and investments against the expected outcomes, and help your employees strengthen their financial literacy.",finance,,0.90618527
Item,Global Collaboration,"Cultivate your cultural intelligence by carefully observing the people around you and and modifying your behaviors accordingly. Help build trust between global team members by establishing shared purpose and fostering rapport. Learn how to negotiate across cultures effectively, overcome language barriers, and transcend the challenges of physical distance. Understand how to keep your team aligned toward a common goal—and get it back on track if misalignment occurs.",collaboration,,0.99144965
Item,Goal Setting,"When you set goals, you commit to achieving certain outcomes—and make a plan for doing so. Learn how to establish clear goals, have the discipline to reach them, and evaluate their impact. By doing so, you will help to instill a culture of achievement within your team and organization.",Humanities (Social sciences),,0.2461832
Item,Hiring,"Learn how to develop a job description and clarify who would make the ideal candidate for an open position in your group. Find out how to recruit candidates using the right channels, evaluate resumes, and phone-screen promising candidates. Discover best practices for effectively interviewing job candidates, including developing an interview guide, asking the right kinds of questions, avoiding common pitfalls, and learning as much as possible about a candidate during the interview. Learn to effectively evaluate candidates once the interview process is over, select a finalist, and make the job offer.","Business, Finance, and Accountancy",,0.9979761
Item,Innovation Implementation,"Bringing promising innovations to fruition is one of the toughest challenges organizations face. Learn about the major challenges—such as outright resistance and inadequate funding—you are likely to encounter as you work to transform a great idea into a new product, service, or business process or model. Discover potent tactics for surmounting those challenges, including laying a solid foundation of support among key stakeholders early in the implementation process. Build a compelling business case for your innovation and use it to keep your stakeholders engaged throughout the implementation process—even as your innovation hits the inevitable setbacks and frustrations. Understand how your organization allocates resources to innovation projects, so you can influence decisions such as who will be on the implementation team and how much funding your innovation will receive.",creativity and innovation,,0.97731656
Item,Innovation and Creativity,"Find out what innovation and creativity really are and why they’re more important than ever to sustaining success. Learn how to build an intellectually diverse team to spark creativity, and how to establish the psychological and physical conditions that foster fresh thinking in your team. Explore powerful tactics for brainstorming ideas for new products, services, and business processes and models in your group—and for sourcing great ideas from outside your organization. Learn effective practices for streamlining your list to the most promising options for implementation.",creativity and innovation,,0.9656952
Item,Leading People,"Learn how effective leaders inspire trust, motivate others, and define and communicate a vision. Discover why emotional intelligence is a leader's most powerful tool, and learn how to develop yours. Investigate how leadership responds to the imperatives of global business.",Soft Skills,,0.48135337
Item,Managing Your Boss,"Find out what managing your boss really means and why it matters more than ever. Diagnose key aspects of your working relationship with your boss—including your boss’s and your own strengths and weaknesses, work styles, and expectations. Build a strong partnership with your boss, including clarifying business priorities and discussing your professional development. Master the art of communicating effectively with your boss, including tactics for presenting problems and resolving disagreements. Deal with a variety of “bad” bosses.",Cannot be determined,,Score < threshold
Item,Marketing Essentials,"Help your team learn the basics of marketing so they better serve customers inside and outside your company. Discover the forces that influence buying, how to conduct customer research, and how to create an effective marketing strategy. Includes tools to create a marketing plan.",sales & marketing,,keyword match
Item,Meeting Management,"Prepare for a successful meeting by clarifying the purpose of the meeting, creating an agenda, and determining who to invite. Learn tactics for conducting a meeting effectively, such as ensuring that everyone at the meeting participates and keeping the discussion focused on the agenda. Understand common problems that can arise during a meeting, and find out how to resolve them. Master tactics for ending a meeting effectively and following up.",management,,0.99707854
Item,Negotiating,"Successfully negotiate agreements that benefit you and your organization. Learn how to prepare for a negotiation, conduct tactical discussions, avoid common errors, and overcome obstacles.",negotiation,,0.9984909
Item,Performance Appraisal,"Conduct performance appraisals that provide valuable feedback to your employees and that benefit your organization. Learn how to prepare for and conduct productive discussions, and how to regularly follow up with your employees so they can meet their goals.",performance management,,0.9907471
Item,Performance Measurement,"Understand what it means to measure a group’s or organization’s performance and why performance measurement is important. Gain familiarity with three common performance measurement systems. Learn what the “building blocks” of performance measurement are and how they relate to one another. Master a disciplined and do-able process for measuring your group’s performance—including determining what aspects of the group’s performance you should measure; choosing appropriate performance targets for your group; gathering and interpreting performance data on the metrics you’ve chosen; and avoiding common mistakes, such as tracking too many metrics or setting unrealistic targets. Includes a detailed case example of one manager who, through the performance measurement process, learned how her own management shortcomings were impeding her team members’ performance.",performance management,,0.9214328
Item,Persuading Others,"Appreciate why the powers of persuasion are more critical than ever to being an effective professional. Learn tactics for strengthening your credibility, a fundamental step toward enhancing your persuasiveness. Learn how to analyze key aspects of people you want to persuade—such as how receptive they will be to your proposal and how they make decisions. Find out how to make persuasive appeals that not only strike your listeners as reasonable but that also excite their imagination—and win their commitment to your idea. Gain insight into what makes people resist your proposals and learn how to overcome the many types of resistance. Includes a section on persuasion “triggers” that you can activate to make your proposals even more compelling.",soft skills,,0.9741998
Item,Presentation Skills,"Learn how to analyze your audience and the setting (whether in-person or remote) so you can more effectively prepare for and deliver a presentation. Find out how to gather and use facts, evidence, stories, and media (including visual aids) to support the main messages you want to convey in your presentation. Discover tactics for structuring and managing the three critical components of your speech: the opening, the body, and the call to action. Explore best practices for rehearsing your presentations and for managing challenges that can arise as you’re delivering a talk, whether it’s “stage fright” or provocative, tough questions from your audience. Includes a section on evaluating your presentations to identify lessons you can apply to subsequent talks.",presentation,,0.82473636
Item,Process Improvement,"Understand what a business process is and how to use business process improvement to enhance your organization’s efficiency and profitability. Learn how to detect signs of trouble, to identify problems by creating process activity flowcharts, to envision a better process, and to test your ideas. Understand the best ways to roll out the improved process and to ensure it delivers the desired results.",business,,0.5894425
Item,Project Management,"Understand the skills and activities that effective project management requires. Learn how to clarify the scope of a project you’re managing, including identifying the project’s stakeholders and articulating its objectives. Find out how to build a schedule for your project, using scheduling tools, and how to develop a project budget that accommodates contingencies. Explore tactics for assembling and managing a project team, as well as managing the risks that can derail your project. Discover how to monitor your project’s spending, schedule, scope, and quality and address problems as they arise, and how to keep stakeholders informed as your project progresses. Finally, learn how to close out your project and extract lessons you can apply to the next project you manage.",project management,,0.72111356
Item,Retaining Employees,"Reduce costly turnover and keep your best talent. Explore the most common reasons employees leave, and ways to avoid employee burnout. Discover how to hire well and create an appealing culture. Includes targeted strategies for retaining cultural minorities, women, and young workers.",human resource management,,0.6955453
Item,Strategic Thinking,"To bring the most value to your organization, you need to be able to analyze opportunities and problems from a broad perspective. Strategic thinking involves continually assessing your organization and industry—and applying your insights to achieve competitive advantage. Learn to apply a set strategic thinking skills to generate the best possible results tomorrow—using the opportunities presented to you today.",strategic thinking,,0.9609185
Item,Strategy Planning and Execution,"To be successful, your organization needs a clear, sound strategy. Whether you initiate a strategic planning process for your unit or contribute to your organization’s overall strategic plan, you’ll follow the same steps. Also learn how to evaluate your unit’s execution of its action plans and reward successful results—to help it perform even better in the future.","Business, Finance, and Accountancy",,0.77264464
Item,Stress Management,Understand the difference between positive and negative workplace stress. Use a framework to understand your stress and take action to resolve it. Learn tactics for managing stress in the moment and in the long-term. Learn how to keep a healthy work/life balance.,management,,0.528857
Item,Team Creation,"Understand what makes teams unique and what forms they can take. Learn how to form a team by bringing together people with the skills and motivations needed to fulfill the team’s purpose and achieve its goals. Discover the keys to establishing accountability in your team, such as clear success measures, a realistic schedule and budget, and a sound project charter and plan. Lay the foundation for effective communication in your team, including mastering the use of communication technologies and document management systems. Foster the right culture in your team as well, including encouraging collaboration and ensuring that everyone understands what’s expected of them.",leadership,,0.8599131
Item,Team Management,"Manage a team by building trust, strengthening team identity, and encouraging open communication and participation. Follow steps to resolve destructive conflict that arises in teams. Evaluate the performance of individuals and your team as a whole and reward appropriately.",management,,0.8650083
Item,Time Management,"Improve your time management skills so you can achieve your goals. Learn how to prioritize your responsibilities, create an efficient schedule, control time-waters, and promote good time management skills with your team.",time management,,0.69327277
Item,Writing Skills,"Discover the secrets to effective business writing. Plan a writing project by clarifying your purpose and audience and brainstorming ideas to include. Learn how to organize the content by creating an outline that reflects your intended structure. Create a first draft of your piece while resisting the urge to edit as you write. Explore best practices for revising your first draft. Master critical writing skills such as grammar, punctuation, structure, and style.",writing,,keyword match
Item,Leveraging Your Networks,"Learn how to build, strengthen and sustain effective networks, and the relationships that are their foundation.",soft skills,,0.5691853
Item,Internal Conflict and Limiting Beliefs ISL Mar 2016,,soft skills,,0.97845227
Item,Coaching Conversations MLD Mar 2016,,soft skills,,0.9953341
Item,Leveraging Feedback MLD Mar 2016,,feedback,,0.99831057
Item,HMM Feedback Essentials Webinar Feb 2016,,feedback,,0.99751955
Item,HMM Team Management Webinar Mar 2016,,management,,0.95294046
Item,LLQP,,Cannot be determined,,Score < threshold
Item,Mutual Fund Fast Track Compliance Workshop MLD Mar 2016,,regulatory,,0.94412935
Item,PowerTools for Business Writers:  Writing for Results ISL June 2016,,business,,0.74269444
Item,Help Leadership System 2.0 MNLD Feb 2016,,leadership,,0.99177766
Item,Life License Qualification Program,,Cannot be determined,,Score < threshold
Item,Get to Know the Call Data Window,,Information Technology,,0.91797614
Item,Advanced Spear Phishing 2019,"This 7 minute module covers topics on:


	Identifying three types of advanced spear phishing techniques
	Identifying indicators of an advanced spear phishing email
	Knowing what to do if you are a target",Information Technology,,0.9997029
Item,Malicious Links 2019,"This 7 minute module covers topics on:


	Why links can be dangerous
	How to identify the components of a link and break down the parts of a URL
	What to do if you are targeted with a malicious link",Safety and Security,,0.9886175
Item,Ethical Dilemmas for Financial Advisors,,"Business, Finance, and Accountancy",,0.5047794
Item,Ethical Dilemmas for Financial Advisors,,"Business, Finance, and Accountancy",,0.5047794
Item,Leadership 1 People Skills,,leadership,,0.91302294
Item,International Assoc. of Financial Crimes Investigators,,"Business, Finance, and Accountancy",,0.37903422
Item,Basic Proofreading,,Cannot be determined,,Score < threshold
Item,Mutual Fund Fast Track Compliance Workshop ISL Mar 2016,,regulatory,,0.94621086
Item,LFMFM Mutual Funds Overview v2,"This 20 minute course is open to anyone wanting to learn about our Low-fee, More-for-me Mutual Funds™.

Topics include:


	How they fit into an investment mix.
	Why they are important to our members and to Coast Capital Savings.
	How they help our members to Save and Grow
	Who our partner SEI Investments Canada is
	What you can and cannot do if you are not licensed to sell them",mutual funds,Investments,0.9529817
Item,Core Banking Development Final Assessment v8,,banking,,0.9698232
Item,Proofreading and writing,,writing,,0.9823286
Item,Commercial Lending - CUIC 345,,lending,,0.73789597
Item,Mobile Mortgage Pro Creditor Ins MNLD Feb 2016,,mortgage,,0.9814994
Item,"Skype for Business & Crestron Technology Lunch Demo Jan 14, 2016",,business,,0.9982015
Item,"Skype for Business & Crestron Technology Lunch Demo Jan 28, 2016",,business,,0.99813485
Item,"Skype for Business & Crestron Technology Lunch Demo Feb 11, 2016",,business,,0.99793255
Item,"Skype for Business & Crestron Technology Lunch Demo Feb 24, 2016",,business,,0.99805707
Item,Estates Assessment v5,,"Business, Finance, and Accountancy",,0.9550149
Item,Security MNLD Feb 2016,,security,,0.99533564
Item,In Branch Member Serv Rep - Train the Trainer MNLD Jan 2016,,public relations,,0.5641321
Item,RRSP Lunch and Learn MNLD Jan14,,Soft Skills,,0.48721293
Item,RRSP Lunch and Learn MNLD Jan19,,Soft Skills,,0.48721293
Item,Business Intelligence - BCIT,,business intelligence,,keyword match
Item,Commercial Lenders Camp,,commercial,,0.9951557
Item,RRSP Lunch and Learn MNLD Jan21,,Soft Skills,,0.48721293
Item,mycoast Content Technical Training,"This course is Mandatory for all new editors and open to existing editors as a technical refresher.

The course provides mycoast editors a full understanding of how to use Microsoft’s Content Management System (CMS) software application to publish and manage mycoast content.",,More Learning,Score < threshold
Item,Leadership Foundations: Leading at Coast,"Please Note:  Registration is By Invitation Only

This is the cornerstone course and launching pad into the Coast Capital Savings’ Leaders Who Inspire Development Program. Participants will engage with fellow leaders from diverse areas of the business and varying leadership levels as they deepen their understanding of their personal leadership values, strengths, and blind spots in relationship to the leadership needs of the organization and our evolving environment and marketplace",leadership,Leadership,0.9984465
Item,RRSP Lunch and Learn MNLD Jan28,,Soft Skills,,0.48721293
Item,RRSP Lunch and Learn MNLD Feb 2,,"Business, Finance, and Accountancy",,0.48148358
Item,LLQP,,Cannot be determined,,Score < threshold
Item,RRSP Lunch and Learn MNLD Feb 4,,"Business, Finance, and Accountancy",,0.47395107
Item,RRSP Lunch and Learn MNLD Feb 11,,Soft Skills,,0.3771534
Item,RRSP Lunch and Learn ISL Jan20,,Cannot be determined,,Score < threshold
Item,RRSP Lunch and Learn ISL Jan27,,Cannot be determined,,Score < threshold
Item,RRSP Lunch and Learn ISL Feb 3,,"Business, Finance, and Accountancy",,0.20642757
Item,Contact Centre NewsBlast Quiz 1,,Cannot be determined,,Score < threshold
Item,Public Speaking,,soft skills,,0.99441624
Item,Balancing GL's daily,,Information Technology,,0.6703262
Item,"Broker Centre Skype for Business & Crestron Technology Demo Jan 15, 2016",,business,,0.9980653
Item,Leaders Who Inspire Launch Webinar Feb 2016,,Humanities (Social sciences),,0.3807051
Item,"Wills, Powers of Attorney and Insurance MNLD Mar 2016",,insurance,,0.9922512
Item,PowerTools for Business Writers: Writing for Results MNLD May 2016,,business,,0.7294589
Item,Staff Foreign Currency Benefit Agreement 2016,,"Business, Finance, and Accountancy",,0.5710464
Item,Code Moment #1 2016 - Respect in the Workplace,"The Code Moments are designed to bring The Code to life throughout the year. Each ""moment"" deals with situations that you, as a Coast Capital employee, might find yourself in those iffy moments where you might need to put The Code into action.",,Code Moments,Score < threshold
Item,AMLATF Corporate Compliance Policy - What's Changed?,All Coast Capital Savings employees are required to read and understand this policy within 30 days of employment.,regulatory,AMLATF,0.99069303
Item,AMLATF Corporate Compliance Policy,All Coast Capital Savings employees are required to read and understand this policy within 30 days of employment.,regulatory,AMLATF,0.99091536
Item,Building Accountability MLD Apr 2016,,"Business, Finance, and Accountancy",,0.454377
Item,CSR Cert Youth Team MNLD July 2012,,Humanities (Social sciences),,0.5040019
Item,HMM Difficult Interactions Webinar April 2016,,soft skills,,0.9837054
Item,Delegating to Engage MLD Apr 2016,,leadership,,0.9906227
Item,Leading Self through Change MNLD APR 2016,,leadership,,0.8888605
Item,The Member Service Rep's Role in Selling Help MNLD Apr 2016,,sales,,0.9260097
Item,Security MNLD Apr 2016,,security,,0.99495983
Item,Internal Conflict and Limiting Beliefs MNLD May 2016,,soft skills,,0.9739119
Item,Internal Conflict and Limiting Beliefs MNLD Sep 2016,,soft skills,,0.97477686
Item,CALMS MLD Mar 2016,,Cannot be determined,,Score < threshold
Item,Let's Act:  Mental Health at Coast ISL Apr 2016,,mental health,,0.9774146
Item,Let's Act:  Mental Health at Coast MNLD Apr 2016,,mental health,,0.97872156
Item,Elder Planning Counselor,,Soft Skills,,0.9837165
Item,In Branch Member Serv Rep - Train the Trainer MNLD Apr 2016,,public relations,,0.646829
Item,Business Membership Workshop ISLD Apr 2016,,business,,0.9901944
Item,Sell Help Workshop ISL May 2016,,"Business, Finance, and Accountancy",,0.36793032
Item,Sell Help Workshop ISL Sep 2016,,"Business, Finance, and Accountancy",,0.46200773
Item,Sell Help Workshop ISL Nov 2016,,"Business, Finance, and Accountancy",,0.3327052
Item,Sell Help Workshop MNLD Jul 2016,,public relations,,0.77731997
Item,Sell Help Workshop MNLD Sep 2016,,public relations,,0.7764786
Item,Sell Help Workshop MNLD Nov 2016,,public relations,,0.6955325
Item,New Employee Orientation MNLD Apr 2016,,employee onboarding,,0.97718984
Item,Mortgage Credit Basics MNLD Apr 2016,,credit,,0.5730213
Item,CSR Cert Youth Team ISL July 2012,,Humanities (Social sciences),,0.45733654
Item,Leading through Conflict MLD Apr 2016,,soft skills,,0.9256746
Item,Leading Generations MLD Apr 2016,,leadership,,0.69919205
Item,Employee Privacy Checklist 2016,,privacy,,0.922719
Item,Leading and Managing Performance MNLD May 2016,,leadership,,0.6665176
Item,Personal Membership Opening Workshop ISL May 2016,,financial management,,0.9842147
Item,Assert in Leadership and Life MNLD Jun 2016,,leadership,,0.9936585
Item,Assert in Leadership and Life MNLD Sep 2016,,leadership,,0.99399686
Item,Assert in Leadership and Life ISL Sep 2016,,leadership,,0.99356174
Item,Sell Help Workshop MNLD May 2016,,public relations,,0.70121974
Item,Leading Self through Change ISL JUN 2016,,leadership,,0.8189306
Item,Personal Financial Planning 2,,financial management,,0.9617852
Item,Leading the Shift MNLD Apr 2016,,leadership,,0.75434995
Item,Leading the Shift ISL Apr 2016,,leadership,,0.6695633
Item,Leading the Shift MNLD Apr 2016,,leadership,,0.75434995
Item,Orientation to Credit at Coast Mld Mar 2015 *invite only,,credit,,0.98816854
Item,New Employee Orientation ISL Mar 2016,,employee onboarding,,0.97943646
Item,The Code 2016,,Cannot be determined,,Score < threshold
Item,The Code 2016 - What's changed?,,"Art, Design & Media",,0.6614318
Item,The Code Assessment 2016,"All employees, officers and members of the Board are required to pass this 30-45 minute assessment with a minimum score of 80% within 30 days of employement.

Passing this assessment will demonstrate your knowledge and understanding of The Code and underlying policies.",test equipment,,0.5784951
Item,mycoast Content Technical Training Workshop MNLD Jun 2016,,public relations,,0.76919997
Item,Security ISL May 2016,,security,,0.99408454
Item,mycoast Content Technical Training Workshop MNLD Sep 2012,,public relations,,0.77455026
Item,Creditor Insurance 201 ISL May 2016,,insurance,,0.9959122
Item,Creditor Insurance 201 MNLD May 2016,,insurance,,0.9960621
Item,Let's Act:  Mental Health at Coast ISL June 2016,,mental health,,0.9756209
Item,Let's Act:  Mental Health at Coast MNLD July 2016,,mental health,,0.97709537
Item,Case for National Expansion Roadshow Abbotsford 10am Apr 2016,,"Business, Finance, and Accountancy",,0.2070291
Item,Case for National Expansion Roadshow Abbotsford 2:30pm Apr 2016,,"Business, Finance, and Accountancy",,0.23431212
Item,Case for National Expansion Roadshow Langley 8:30am Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Langley 10am Apr 2016,,"Business, Finance, and Accountancy",,0.21789087
Item,Case for National Expansion Roadshow Langley 2:30pm Apr 2016,,"Business, Finance, and Accountancy",,0.25112236
Item,Case for National Expansion Roadshow Richmond 10am Apr 2016,,Cannot be determined,,Score < threshold
Item,CGA GAAS/GAAP update,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Richmond 2:30pm Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Richmond 10am Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Richmond 2:30pm Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Surrey 8:30am Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Surrey 10am Apr 2016,,"Business, Finance, and Accountancy",,0.2070291
Item,Case for National Expansion Roadshow Surrey 2:30pm Apr 2016,,"Business, Finance, and Accountancy",,0.23431212
Item,Case for National Expansion Roadshow Surrey 4pm Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Surrey 4pm Apr 2016,,Cannot be determined,,Score < threshold
Item,Mutual Fund Skills & Knowledge Tracker Development Plan Launch Workshop ISL Jun2016,,"Business, Finance, and Accountancy",,0.86314654
Item,Mutual Fund Skills & Knowledge Tracker Development Plan Launch Workshop MNLD Jun 2016,,"Business, Finance, and Accountancy",,0.72770965
Item,Core Banking Skills Final Assessment ISL Sep 2012,,banking,,0.96668595
Item,Mutual Fund Conversation Skill-Builder Workshop MNLD Jul 2016,,"Business, Finance, and Accountancy",,0.3222207
Item,Mutual Fund Conversation Skill-Builder Workshop ISL Jul 2016,,"Business, Finance, and Accountancy",,0.30249828
Item,Mutual Fund Compliance Workshop MNLD Aug 2016,,regulatory,,0.9513764
Item,MF Compliance Workshop Day1,,regulatory,,0.9973701
Item,Mutual Fund Compliance Workshop ISL Aug 2016,,regulatory,,0.9547024
Item,Case for National Expansion Roadshow Surrey 8:30am Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Surrey 10am Apr 2016,,"Business, Finance, and Accountancy",,0.2070291
Item,Case for National Expansion Roadshow Surrey 2:30pm Apr 2016,,"Business, Finance, and Accountancy",,0.23431212
Item,Case for National Expansion Roadshow Downtown 10am Mar 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Downtown 2:30pm Mar 2016,,Cannot be determined,,Score < threshold
Item,Core Banking Skills Final Assessment MNLD Sep 2012,,banking,,0.9692499
Item,Case for National Expansion Roadshow Colwood 10am Apr 2016,,"Business, Finance, and Accountancy",,0.2070291
Item,Case for National Expansion Roadshow Colwood 2:30pm Apr 2016,,"Business, Finance, and Accountancy",,0.23431212
Item,Case for National Expansion Roadshow Victoria 10am Apr 2016,,Cannot be determined,,Score < threshold
Item,Case for National Expansion Roadshow Victoria 2:30pm Apr 2016,,Cannot be determined,,Score < threshold
Item,SAM 101 MNLD Apr 2016,,public relations,,0.6467719
Item,The Member Service Rep's Role in Selling Help MNLD May 2016,,sales,,0.93442065
Item,Security MNLD May 2016,,security,,0.9947549
Item,CALMS *By invite only MLD May 2016,,Soft Skills,,0.2610364
Item,The Member Service Rep's Role in Selling Help ISL May 2016,,sales,,0.9375605
Item,Assert in Leadership and Life ISL May 2016,,leadership,,0.99372756
Item,Risk Assessment- SFU,,risk,,0.9936854
Item,Core Banking Skills Final Assessment MNLD Sep 2012,,banking,,0.9692499
Item,Business & Financial Acumen MNLD Jun 2016,,business,,0.9400218
Item,The Business of HR Management MNLD Jun 2016,,human resource management,,keyword match
Item,In Branch Member Serv Rep - Train the Trainer ISL Jun 2016,,Cannot be determined,,Score < threshold
Item,CALMS MLD Jun 2016,,Cannot be determined,,Score < threshold
Item,New Employee Orientation ISL Jun 2016,,employee onboarding,,0.97369814
Item,Personal Membership Opening Workshop MNLD Jun 2016,,financial management,,0.98524517
Item,New Employee Orientation MNLD Jun 2016,,employee onboarding,,0.96787786
Item,SAM 101 MNLD Jun 2016,,"Business, Finance, and Accountancy",,0.28016773
Item,CALMS ISL Jun 2016,,Cannot be determined,,Score < threshold
Item,"Wills, Powers of Attorney and Insurance MNLD Mar 2016",,insurance,,0.9922512
Item,Economic Issues,,Cannot be determined,,Score < threshold
Item,New Product Launch Workshop-Index Linked Term Deposit ISL 8:30am Apr 2016,,Cannot be determined,,Score < threshold
Item,New Product Launch Workshop-Index Linked Term Deposit ISL 11am Apr 2016,,Cannot be determined,,Score < threshold
Item,New Product Launch Workshop-Index Linked Term Deposit ISL 2:30pm Apr 2016,,Cannot be determined,,Score < threshold
Item,New Product Launch Workshop-Index Linked Term Deposit MNLD 2:30pm Apr 2016,,Soft Skills,,0.6473822
