Entity Type,Title,Description,Topic,Subject Area,Score
Item,Guide #4 Managing Micro Behaviours,,,Holding,Score < threshold
Item,Guide #5 Talking to others about bias,,,Holding,Score < threshold
Item,Guide #6 Inclusive performance conversations,,soft skills,Holding,0.6847009
Item,Guide #7 Inclusive Recruitment,,recruiting,Holding,0.97440684
Item,Guide #8 Inclusion in meetings,,leadership,Holding,0.77300394
Item,Guide #9 Inclusive work allocation,,,Holding,Score < threshold
Item,Unconscious Bias - Managers Session,,,Diversity & Inclusion,Score < threshold
Item,Specsavers Partnership Charter,"
Find learning and tools to help you structure your self-development throughout your career at Specsavers",,Welcome to Specsavers,Score < threshold
Item,Specsavers people promise,,soft skills,Welcome to Specsavers,0.9687356
Item,The way we work,“The Way We Work” outlines the behavioural expectations of our people in order to live our “Vision & Values”.,,Welcome to Specsavers,Score < threshold
Item,Being assertive learning bundle,"This elearning course and supporting workbook will provide you with the knowledge, skills and confidence to become more assertive, taking control of your life in the process.",communications,Leadership essentials,0.9961385
Item,How to write and publish for Connect,,,Business writing,Score < threshold
Item,Business writing learning bundle,"This course will help you understand the basics of writing business related documents, emails and letters. ",business writing,,keyword match
Item,Business Report Writing Skills - Learning Bundle,"
Tips and advice to make any report you create look the business!",business,Business writing,0.59790456
Item,Emailogic Guidelines,,,Business writing,Score < threshold
Item,Emailogic webinar,,,Business writing,Score < threshold
Item,Emailogic - Productivity Training Learner Journey,,customer service,Business writing,0.63320917
Item,Emailogic Quick Tip 4 - Subject Lines,"

Save time and money with email productivity training!
Emailogic is a blended learning programme. You'll be provided access to videos, infographics and the 90 minute Emailogic seminar, which is proven to save time, reduce stress and improve clarity of communication.
We asked a group of Specsavers employees who took part in the seminar about the benefits they saw after implementing what they learned from the seminar. They reported an average of 45 minutes saved on emails per person per day.
They reported the following reductions in relation to their inboxes:
• Accessing their email (down by 35.3%).
• Average number of emails sent daily (down 36.0%).
• Average number of emails held in inbox (down by 19.3%).",financial management,Business writing,0.95815796
Item,Emailogic Quick Tip 2 - IMPACT,"

Save time and money with email productivity training!
Emailogic is a blended learning programme. You'll be provided access to videos, infographics and the 90 minute Emailogic seminar, which is proven to save time, reduce stress and improve clarity of communication.
We asked a group of Specsavers employees who took part in the seminar about the benefits they saw after implementing what they learned from the seminar. They reported an average of 45 minutes saved on emails per person per day.
They reported the following reductions in relation to their inboxes:
• Accessing their email (down by 35.3%).
• Average number of emails sent daily (down 36.0%).
• Average number of emails held in inbox (down by 19.3%).",financial management,Business writing,0.941587
Item,Emailogic Quick Tip 5 - Email Alerts,"

Save time and money with email productivity training!
Emailogic is a blended learning programme. You'll be provided access to videos, infographics and the 90 minute Emailogic seminar, which is proven to save time, reduce stress and improve clarity of communication.
We asked a group of Specsavers employees who took part in the seminar about the benefits they saw after implementing what they learned from the seminar. They reported an average of 45 minutes saved on emails per person per day.
They reported the following reductions in relation to their inboxes:
• Accessing their email (down by 35.3%).
• Average number of emails sent daily (down 36.0%).
• Average number of emails held in inbox (down by 19.3%).",financial management,Business writing,0.9297956
Item,Emailogic Quick Tip 3 - CCs,"

Save time and money with email productivity training!
Emailogic is a blended learning programme. You'll be provided access to videos, infographics and the 90 minute Emailogic seminar, which is proven to save time, reduce stress and improve clarity of communication.
We asked a group of Specsavers employees who took part in the seminar about the benefits they saw after implementing what they learned from the seminar. They reported an average of 45 minutes saved on emails per person per day.
They reported the following reductions in relation to their inboxes:
• Accessing their email (down by 35.3%).
• Average number of emails sent daily (down 36.0%).
• Average number of emails held in inbox (down by 19.3%).",financial management,Business writing,0.94106
Item,Emailogic Quick Tip 1 - Let's talk about email,"

Save time and money with email productivity training!
Emailogic is a blended learning programme. You'll be provided access to videos, infographics and the 90 minute Emailogic seminar, which is proven to save time, reduce stress and improve clarity of communication.
We asked a group of Specsavers employees who took part in the seminar about the benefits they saw after implementing what they learned from the seminar. They reported an average of 45 minutes saved on emails per person per day.
They reported the following reductions in relation to their inboxes:
• Accessing their email (down by 35.3%).
• Average number of emails sent daily (down 36.0%).
• Average number of emails held in inbox (down by 19.3%).",financial management,Business writing,0.9232457
Item,Commercial Excellence,"This workshop will provide the
essential knowledge of those
key financial management issues
and concepts that are needed
by successful managers who do
not work in Finance but need to
understand the key elements
of Management Accounts and
Statutory Financial Accounts.
It will also provide a sound
theoretical financial knowledge
base upon which to build and
acquire new and more advanced
financial management skills.",commercial,Commercial awareness,0.9883939
Item,Building your retail commerciality classroom,,retail,Commercial awareness,0.9959996
Item,Commercial awareness and strategic thinking tools,,strategic thinking,,keyword match
Item,Be A Retail Hero,"A poor retail experience can easily break a customer relationship, damage brand reputation and the bottom line. The voice of the customer has never been louder and ignoring the importance of customer service and experience is no longer an option.",retail,Customer service,0.977377
Item,Customer loyalty,"
Great customer service can turn average customers into loyal fans of your business. This is a short course full of stories, advice and simple steps that you can take to turn your customers into loyal fans. ",customer service,Customer service,0.7742644
Item,Customer service success,"
This course covers 7 specific skills that you can master to drastically improve your interactions with customers on a daily basis.",customer service,Customer service,0.997097
Item,Complaint handling,"
Research has shown that 95% of customers will give you a second chance if you handle their complaint successfully. This course has been developed to give you the knowledge, skills and confidence to handle complaints and deal with them effectively.",customer service,Customer service,0.9898645
Item,Telephone etiquette,"
This course focuses on seven steps to perfect telephone etiquette – so you can turn every new caller into a lifelong customer.",etiquette,Customer service,0.9439459
Item,Safeguarding children,This course is suitable for all levels of colleagues as it is everyone?s responsibility to keep children and young people safe. It is particularly focused at employees who come into contact with children as part of their job.,,Customer service,Score < threshold
Item,Safeguarding adults,"This course is designed to provide you with all the information you need to understand your responsibilities to safeguard adults in your workplace. This course is for anyone in health and social care who works with patients, who for a range of reasons, may be less able to protect themselves from neglect, harm or abuse.",,Customer service,Score < threshold
Item,Effective Communication,"

Effective Communication

Learning Objectives:
• Use a variety of effective communication strategies to engage others (face to face, written, telephone, presentations)
• Respond and adapt to a communication challenge in a positive way that promotes an effective solution
• Know why there can be emotional responses during communication and deal with these emotions with respect and empathy
• Appreciate the value of communicating openly with individuals, groups of peers and stakeholders

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",communications,Effective communication,0.99922156
Item,Challenging Conversations,,soft skills,Effective communication,0.9966137
Item,Effective Communication and Support (1 Day Workshop) In Danish,,communications,Effective communication,0.9966319
Item,Positive Power & Influence - Classroom Training,,,Effective communication,Score < threshold
Item,Effective Communication (1 day workshop) In English,,communications,Effective communication,0.9987962
Item,Efficient Communication and Support - Classroom Training,,communications,Effective communication,0.9978908
Item,Great Conversations - Part of Performance Management,,management,Effective communication,0.59581614
Item,Communicating effectively learning bundle,"
The Communicating Effectively course is suitable for anyone whose work depends on successful interactions with others and wants to maximise the impact their communication skills have at work.",communications,Influencing,0.99908555
Item,Communication skills learning bundle,"

In this course you will discover:
• Why only 7% of communication is based on words
• Which effective listening and questioning techniques you can use
• The secret to writing engaging e-mails.",communications,Effective communication,0.9977968
Item,Global communications toolkit,"
The toolkit is a self-serve hub of useful advice and tips on communication.",communications,Business writing,0.9994742
Item,Communication skills video bundle,"
A selection of learning that will help you improve your communication skills",communications,Effective communication,0.9990903
Item,Effective Communication,,communications,Effective communication,0.9980154
Item,Management 101 - Difficult conversations,,management,Effective communication,0.6135184
Item,COACHING: Development Ideas,"

Coaching

Learning Objectives:
• Appreciate the importance of coaching in engaging and motivating team and individual performance
• Identify and apply the key skills that are required to be an effective coach
• Apply a model to have coaching conversations

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",soft skills,Coaching,0.8791267
Item,COACHING: High Performance Coaching,This article will explore how you can coach your team to become highly effective.,soft skills,Coaching,0.87996143
Item,COACHING: The Coaches Kitbag,This is a practical toolkit to assist you with selecting the right coaching style for each team member.,,Coaching,Score < threshold
Item,Coaching Skills Workshop,"The aim of this workshop is to give you tools and techniques to build your ability to coach, and help others to drive their development and performance, regardless of your position or role.

At the end of this 3 hour workshop, you will be able to:


	Appreciate the importance of coaching in engaging and motivating team and individual performance
	Identify and apply the key skills that are required to be an effective coach
	Apply a model to have coaching conversations


 

If you would like to register to attend this workshop, click on the ‘Register now’ button. If there are no dates currently available, please click on the ‘Notify me of new dates’ button and you will receive a notification when a new workshop date has been scheduled.

 

This workshop is related to:

Growth mindset – Performance coaching – Powerful questioning – Informal Coaching – Trust –Development conversations – Great conversations – Coaching Leadership  - Team Development – Personal Development – Situational leadership",soft skills,Coaching,0.9848274
Item,COACHING: Coaching in the Workplace,"

Coaching

Learning Objectives:
• Appreciate the importance of coaching in engaging and motivating team and individual performance
• Identify and apply the key skills that are required to be an effective coach
• Apply a model to have coaching conversations

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",soft skills,Coaching,0.98881406
Item,Decision making learning bundle,"Decision making is an important skill in almost every job and employers really value strong decision-makers in their teams. No matter what position you hold you are going to need to make decisions. 

In this learning bundle there are a number of resources that will support you in understanding the decision making process and equip you with tools and theories to help improve your decision making ability. 

Choose from a number of quick read booklets, short videos or if you want to spend more time in this area then complete the engaging 30 minute e-learning course.",decision making,Decision making,0.9967349
Item,Decision making video bundle,"When you have to make a difficult decision, you need to consider many competing factors, and think through all of the options. This can feel overwhelming at times. But, there is a logical, step-by-step process you can use to sort through them all and this selection of videos will guide you through this process.",decision making,Decision making,0.9927085
Item,DEVELOPING MINDSET: Development Ideas,"This guide contains a variety of additional development actions for you to choose from. Any of the resources that are listed in the guide can be found in iLearn.


We have given you a range of suggestions for development that take into consideration the Way we Learn; through ""Trying It"", ""Discussing It"" and ""Studying It"". You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!


More specifically, this topics covers:


• How mindset affects performance
• Identifying and improving challenging relationships
• Improving your ability to influence others for better outcomes
• Utilising tools to increase collaboration",information technology,Developing mindset,0.78560436
Item,Article - The Financial Cost of Conflict In Organisations,"

Developing Mindset

Learning Objectives:
• Appreciate how mindset affects performance
• Identify and improve challenging relationships
• Improve your ability to influence others for better outcomes
• Utilise tools to increase collaboration

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",financial management,Developing mindset,0.6958216
Item,DEVELOPING MINDSET: What We Are ,An article on how a lack of self-understanding and awareness blocks our ability to develop.,,Developing mindset,Score < threshold
Item,Template - Meet To Give,"

Developing Mindset

Learning Objectives:
• Appreciate how mindset affects performance
• Identify and improve challenging relationships
• Improve your ability to influence others for better outcomes
• Utilise tools to increase collaboration

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",soft skills,Developing mindset,0.70804775
Item,Workshop - Arbinger Foundations,"

Developing Mindset

Learning Objectives:
• Appreciate how mindset affects performance
• Identify and improve challenging relationships
• Improve your ability to influence others for better outcomes
• Utilise tools to increase collaboration

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",soft skills,Developing mindset,0.6612233
Item,DEVELOPING MINDSET: Resolving the Heart of Conflict,"This video is part of the ""Developing Mindset"" topic. It focuses on how you can use the Arbinger theories to resolve conflict.


Learning Objectives:
• Appreciate how mindset affects performance
• Identify and improve challenging relationships
• Improve your ability to influence others for better outcomes
• Utilise tools to increase collaboration",soft skills,Developing mindset,0.9607363
Item,Specsavers Change Framework,"
Our Specsavers Change Framework provides some simple steps to help you to plan, engage and embed change, whatever the size or complexity. The module will take approximately 30 minutes to complete.",change management,Change,0.9626398
Item,Working with Change at Specsavers,,change management,Change,0.7503321
Item,Leading Others through Change,,leadership,Change,0.98423773
Item,Dealing With Change - Personal Resilience,,,Change,Score < threshold
Item,Change management learning bundle,"
This change management course will help you understand why people fear change so much, and you’ll discover some real world tools you can use to navigate change successfully in your business.",change management,Change,0.66745085
Item,Change Management for Project Teams,,management,Change,0.66332453
Item,Emotional intelligence,"
Emotional intelligence is a set of skills that enables you to recognise and manage emotions, both your own feelings and those of other people. In this course you'll discover tried and tested ways to boost your own emotional intelligence and succeed in work and life.",emotional intelligence,Emotional intelligence,0.98110455
Item,Unconscious Bias Workbook,"
This course will provide you with some actionable advice and take away challenges that can help to combat unconscious biases.",,Emotional intelligence,Score < threshold
Item,Facilitation (2 Days Workshop) In English,,,Facilitation,Score < threshold
Item,Facilitation skills learning bundle,This collection of training takes you through some of the key areas that are essential for facilitating successfully,soft skills,Facilitation,0.9723341
Item,Language Training - English/Dutch - Classroom Training,,Humanities (Social sciences),,0.42567194
Item,INFLUENCING: Your Influencing Style,This is a self-awareness tool to help you understand how you naturally like to influence.,soft skills,Influencing,0.92733026
Item,INFLUENCING: Development Ideas,"This guide provides a list of ideas to get you started on your development plan for Influencing. We have split it into 'Try It', 'Discuss It' and 'Study It' suggestions to help you choose a range of development actions that include both formal and informal learning. You do not need to do everything on the list, simply choose what will work best for your development need and make a start!",,Influencing,Score < threshold
Item,INFLUENCING: Sphere of Influence,This article will discuss the 'Sphere of Influence' concept and help you idenifty who is in your Sphere.,soft skills,Influencing,0.72862077
Item,INFLUENCING: Adapting Your DISC Style,Use our “Adapting Your DISC Style” Quick Reference Guide to look at how you can flex your communication style to influence people with different behavioural preferences.,leadership,Influencing,0.53734565
Item,INFLUENCING: Push Pull Influencing Styles,A short questionnaire which helps you identify your own preferred influencing style.,soft skills,Influencing,0.960866
Item,INFLUENCING: Persuasion Tools,This model looks at how your influencing style impacts your negotiation skills,soft skills,Influencing,0.99248487
Item,INFLUENCING: Development Ideas,"This guide contains a variety of development actions for you to choose from. Any of the resources that are listed in the guide can be found in iLearn.


We have given you a range of suggestions for development that take into consideration the Way we Learn; through ""Trying It"", ""Discussing It"" and ""Studying It"". You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!


More specifically, this topics covers:


• Identifying the key principles of influence
• Developing the ability to flex your personal style dependent on audience
• Expanding your circle of influence to successfully influence laterally and up
• Appreciating the need to influence with integrity",career development,Influencing,0.67471206
Item,Workshop - Influencing Skills,"Influencing

Learning Objectives:
• Identify the key principles of influence
• Develop the ability to flex your personal style dependent on audience
• Expand your circle of influence to successfully influence laterally and up
• Appreciate the need to influence with integrity

To get started, click on the ""Outline of Development Options"". This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an ""Individual Needs Request"" or a ""Team Needs Request"" form, available on Connect or from the 2017/2018 Guide.",soft skills,Influencing,0.9840808
Item,Video - The ABCs of Persuasion,,soft skills,Influencing,0.9908193
Item,Video - The Science of Persuasion,,soft skills,Influencing,0.9822552
Item,Winning Hearts and Minds Part II - Influencing Decisions and Behavious,,,Influencing,Score < threshold
Item,Negotiation and influencing learning bundle,"
You might have taken negotiation and influencing training before, but this course is different and avoids one-size fits all strategies and mainstream approaches. Master negotiators don’t shackle themselves with rigid plans. Instead, they arm themselves with the right knowledge and skills to become strategically agile. This course will give you the confidence to do this too and since everyday of your life involves some kind of negotiating, it’s well worth your time to do so.",negotiation,Influencing,0.99270976
Item,INNOVATION AND PROBLEM SOLVING: Cause and Effect Analysis,The critical thinking technique uses a diagram-based approach for thinking through all of the possible causes of a problem. This helps you to carry out a thorough analysis of the situation. This tool shows you how to put this into practice.,problem solving,Innovation and problem solving,0.9239573
Item,Article - Transform Your Creative Thinking,"

Innovation and Problem Solving

Learning Objectives:
• Adopt a solution focused mindset to generating creative ideas for solving business problems
• Generate new ideas using a range of tools and techniques
• Critically evaluate ideas and effectively recommend considered solutions to business problems
• Appreciate the importance of innovation to ensure future business growth

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",problem solving,Innovation and problem solving,0.66878164
Item,INNOVATION AND PROBLEM SOLVING: 8 Pillars of Innovation,This practical article looks at how Google stay constantly creative and provides guidance on how to think with an innovative mindset.,problem solving,Innovation and problem solving,0.6763978
Item,INNOVATION AND PROBLEM SOLVING: Development Ideas,"This guide provides a list of ideas to get you started on your development plan for Innovation and Problem Solving. We have split it into 'Try It', 'Discuss It' and 'Study It' suggestions to help you choose a range of development actions that include both formal and informal learning. You do not need to do everything on the list, simply choose what will work best for your development need and make a start!",problem solving,Innovation and problem solving,0.9670067
Item,Workshop - Innovation & Problem Solving,"

Innovation and Problem Solving

Learning Objectives:
• Adopt a solution focused mindset to generating creative ideas for solving business problems
• Generate new ideas using a range of tools and techniques
• Critically evaluate ideas and effectively recommend considered solutions to business problems
• Appreciate the importance of innovation to ensure future business growth

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",problem solving,Innovation and problem solving,0.9577974
Item,INNOVATION AND PROBLEM SOLVIING - Fishbone,This 2 minute video bite explains a method for identifying the cause of a problem before looking for a solution.,creativity and innovation,Innovation and problem solving,0.7802975
Item,Video - The Art of Innovative Thinking,"This video forms part of the Innovation and Problem Solving topic.

Learning Objectives:
• Adopt a solution focused mindset to generating creative ideas for solving business problems
• Generate new ideas using a range of tools and techniques
• Critically evaluate ideas and effectively recommend considered solutions to business problems
• Appreciate the importance of innovation to ensure future business growth

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",creativity and innovation,Innovation and problem solving,0.911353
Item,Video - Problem Solving: How I do it,"

Innovation and Problem Solving

Learning Objectives:
• Adopt a solution focused mindset to generating creative ideas for solving business problems
• Generate new ideas using a range of tools and techniques
• Critically evaluate ideas and effectively recommend considered solutions to business problems
• Appreciate the importance of innovation to ensure future business growth

To get started, click on the Outline of Development Options. This will give you suggestions for actions you can take to develop in this area. You do not need to do everything on the list, simply choose what will work best for your development need and start taking action!

If you can't find what you are looking for, complete an Individual Needs Request or a Team Needs Request form, available on Connect or from the 2017/2018 Guide.",problem solving,Innovation and problem solving,0.98886263
Item,Creative Problem Solving Learning Bundle,"Find lots of tips, tools and ideas in this learning bundle for creative thinking.",problem solving,Innovation and problem solving,0.99310476
Item,Creativity skills,"An organisation's ability to innovate by developing and utilising people's creativity and generating new ideas is considered a key to competitive advantage, particularly in the context of rapid change in business and society. It is vital for organisations to foster and manage creativity and innovation on an ongoing basis to help them achieve and sustain success. Creativity has not always been prominent in management theory and practice and it used to be the case that a lack of control was seen as a threat to organisational wellbeing. Nowadays however, there is more of a balance between the exercise and encouragement of personal creativity and organisational governance.
",creativity and innovation,Strategic thinking,0.9480834
Item,Innovation skills learning bundle,"Innovation skills are practically the types of skills that allow individuals to become innovative in what they do. These are usually a combination of cognitive skills (e.g. the ability to think creatively and critically), behavioural skills (e.g. the ability to solve problems, to manage risk), functional skills (e.g. basic skills such as writing, reading and numeracy) and technical skills (e.g. research techniques, project management, or IT engineering).",creativity and innovation,Innovation and problem solving,0.9521618
Item,Problem solving video bundle,Good problem-solving skills are fundamentally important if you're going to be successful in your career - take a look at this collection of learning for some effective problem solving tips.,problem solving,Innovation and problem solving,0.9954615
Item,Problem solving skills,Good problem-solving skills are fundamentally important if you're going to be successful in your career - take a look at this collection of learning for some effective problem solving tips.,problem solving,Innovation and problem solving,0.9929299
Item,Positive Disruption,,,Effective communication,Score < threshold
Item,Manage meeting personalities,"In a workplace, in a meeting room, not too far away, is the ‘Meeting Squad’. 7 of the most deadly and dangerous meeting assassins are preparing to do battle with creativity and productivity. As a leader, chair, or facilitator you can maximise the effectiveness of your professional meetings by learning to recognise and respond appropriately to the different personalities on the guest list. The Guest List – To prevent characters from ruining your next meeting, it’s important you know how to manage them. After all this is your meeting, and you’re in control.",workplace safety,Mastering meetings,0.9475182
Item,Agenda setting,,,Mastering meetings,Score < threshold
Item,Making meetings matter,"The best way to enhance productivity, increase engagement, and make work fun again, is to change the way all those meetings we spend so much time in are designed, led, and experienced. A droning speaker, a dull PowerPoint presentation and a pot of stale coffee. No matter the size of your company or what industry you’re in, you’re probably familiar with bad meetings. Workers estimate a quarter of all time spent in meetings is wasted, and with the average office worker spending 16 hours each week in meetings, that’s a lot of time spent twiddling thumbs. Glance at a schedule on any given day, and you’ll see large blocks of time reserved for meetings of all sorts. Unfortunately, too many meetings, whether virtual or in-person, waste your time and ruin your productivity for the day. This has resulted in meetings becoming something we dread, and it’s no secret that most of us would rather be, you know, working. But it doesn’t have to be that way.",,Innovation and problem solving,Score < threshold
Item,Meetings guide and toolkit,"Congratulations on realising the importance of your meetings; so much so that you have the desire to ensure they are planned, prepared and conducted in a way that ensures the best possible outcomes. If you spent 2 hours every day in meetings like this then you are losing 55 days a year, that’s 6 whole years of an entire career lost due to poor meetings adding little or no value. This toolkit helps you avoid those time wasting meetings.",,Mastering meetings,Score < threshold
Item,Mentoring at Specsavers,,,Mentoring,Score < threshold
Item,Future Focus - Career Tools,"

We hope that these ideas will inspire you to try new things and take ownership of your development and your career by gaining additional skills and experience and a wider breadth of business understanding.
Job Inspiration, Job Shadowing, Job Rotation/Swap and Job Change are ways in which you can learn and grow by experiencing something different.",Soft Skills,,0.4627692
Item,Innovative Thinking in How We Work,,creativity and innovation,Personal development,0.9505043
Item,Managing Your Work and Career - Audio book,"
This audio book will provide you with some guidance of things to think about when pursuing new opportunities in your career.",,Personal development,Score < threshold
Item,Felder and Silverman Learning Styles Learning Bundle,"
If you want to find out what your preferred learning style is so that you can get the maximum out of your learning opportunities, work through this learning bundle.",,Personal development,Score < threshold
Item,Insights Discovery Colours,"A good understanding of yourself and your strengths and weaknesses can help you to develop effective strategies for interaction. It can improve how you adapt your communication style when building and maintaining relationships, typically in a team, in stakeholder engagement or in management situations. It can also help you better understand your own team as well as other teams you work with.

Insights Colours Foundation",communications,Personal development,0.9120476
Item,The importance of learning in organisations,"
Like plants in a garden, you must cultivate employees with careful, consistent attention. If you don’t and they’re not cared for, they wilt. People want to be stretched, to learn new skills and progress their careers. This course discusses how you can help. We take a look at the theory behind how people learn and how you can take that theory into the real work environment to shape training development plans.",,Personal development,Score < threshold
Item,BookBoon Self-Development E-Book Bundle,,,Personal development,Score < threshold
Item,Self-development learning bundle,"
This e-learning helps you to identify the skills you need to set life goals which can enhance your employability prospects, raise your confidence and lead to a more fulfilling, higher quality life.",,Personal development,Score < threshold
Item,Your health & wellbeing learning bundle,"Your Health & Wellbeing matter very much to Specsavers. In this learning bundle we will review a number of things that you can do in the workplace that will ensure that you remain, happy, healthy and productive whilst at work.",mental health,Personal development,0.63114685
Item,Brilliant NLP - Audio Book,"In this abridged audio programme, author David Molden explains the principles behind NLP and gives you a step by step guide to influencing your success.",,Personal development,Score < threshold
Item,360 preparation and guidance activity,"
This course is a pre-requisite for the 360 Feedback Request. All documents must be viewed and marked as complete in your 'My Learning' plan if you wish to progress with the 360 Feedback Request.",feedback,Personal development,0.99416107
Item,MindTools.com Video Bundle,,,Leadership essentials,Score < threshold
Item,Animated book summaries and reviews - videos,,,Personal development,Score < threshold
Item,Managing stress learning bundle,"Many of us experience stress in life, whether this is in the short term from one-off projects, or long-term stress from a high-pressure career. Not only can this be profoundly unpleasant, it can seriously affect our health and our work. However, it is possible to manage stress, if you use the right tools and techniques. The tricky thing about stress (and the anxiety that comes with it) is that it’s an absolutely necessary emotion. Our brains are wired such that it’s difficult to take action until we feel at least some level of this emotional state. So there’s no escaping stress or magic pill to get rid of it. To beat the negative side of stress you have two choices:
Reduce the strain or boost your ability to weather its effects. Cutting pressure is ideal, but frankly, unlikely…
So it makes more sense to focus on improving your mental and physical ability to process stress.
This course will show you how.",stress management,Personal development,0.97906166
Item,Fight Mediocrity - Micro Classes,,,Leadership essentials,Score < threshold
Item,360 Request Form,"

To request a 360 to be set up for you, it must be approved by your line manager first. Once approved, you will receive a form to kick off the process.
You will need to have downloaded and completed the 360 guidance and preparation activity course to your learning plan in iLearn before you can start this one.",management,Personal development,0.5912005
Item,Personal Effectiveness,,,Personal development,Score < threshold
Item,Learning skills video bundle,"Have you ever attended a course or a training session where you and the instructor seemed to be on different wavelengths? No matter how hard you tried, you just couldn't grasp the concepts that he or she was trying to teach?
Whether you're the instructor or the student, this has probably happened to most of us at some point in our lives. And it can be a frustrating experience.
All of us learn differently. Some people do best when they have visual cues, like graphs and diagrams. Others prefer to get INVOLVED with the learning, and perform experiments, or work in a group.
By taking the time to understand the different ways that people learn, you can adapt your approach to teaching others.
One of the best ways to do this is to use Felder and Silverman's Index of Learning Styles. According to this model, there are four dimensions that affect the way people learn.
",,Personal development,Score < threshold
Item,Management 101 - Self-development,,management,Personal development,0.99374723
Item,Useful Self Development Websites - Contains Links To Websites,,,Personal development,Score < threshold
Item,Insights Colours Advanced,"

Insights Colours Advanced Insights Discovery is a powerful personality profile designed to get the very best out of individual’s
and teams. Its simple colour coordinated approach allows people to understand how their personality not only impacts their
performance, but also the people around them.
Insights personal profiles can be obtained by booking onto a Insights Foundation Workshop via iLearn. Information on organising an Insights Discovery training event can be found on Connect.",performance management,Personal development,0.879227
Item,Positive attitude training,,,Personal development,Score < threshold
Item,Insights Colours Foundation,"A good understanding of yourself and your strengths and weaknesses can help you to develop effective strategies for interaction. It can improve how you adapt your communication style when building and maintaining relationships, typically in a team, in stakeholder engagement or in management situations. It can also help you better understand your own team as well as other teams you work with.
Insights Colours Foundation

 

Cost £150",communications,Personal development,0.8201989
Item,Health & wellbeing in the workplace,"Work can have a positive impact on our health and wellbeing. Healthy and well-motivated employees can have an equally positive impact on the productivity and effectiveness of a business. For many people the connection between health and work is largely restricted to concerns with physical hazards. Employers protect their staff by looking after their health and safety. Traditional health issues ? such as noise, dust and chemical hazards ? are vitally important. However, the growing awareness of work-life balance has also made us aware of the relationship between our mental and physical wellbeing and the job we do.",,Personal development,Score < threshold
Item,A guide to Great Conversations for Team Members,"

This guide gives an overview on how to have Great Conversations with your manager.
Tags: greatconversations, conversation, performance, management, develop, development, manage, team",team dynamics,Effective communication,0.89835095
Item,Great Performers - based on 7 habits Foundation by Franklin Covey,,soft skills,Performance management,0.898758
Item,PDP non-manager's toolkit,,,Performance management,Score < threshold
Item,Performance reviews learning bundle,This collection of learning will give you some great tips on running effective performance reviews.,performance management,Performance management,0.97576284
Item,PDP non-manager's toolkit,,,Performance management,Score < threshold
